Survey Year,sample_definition,Variable,Category,Count,Percentage,Missing N,Missing %
2006,full_sample,HOUSE_BELONG,租賃,852,0.14195268243918693,11,0.0018293696989855313
2006,full_sample,HOUSE_BELONG,自有/家人所有/自建,4797,0.7992335888037321,11,0.0018293696989855313
2006,full_sample,HOUSE_BELONG,配住,88,0.014661779406864379,11,0.0018293696989855313
2006,full_sample,INC_FAM_GOV_INCOME,"1,000-1,999 元",52,0.008956252152945229,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"10,000-14,999 元",166,0.028591112642094386,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"15,000-19,999 元",34,0.0058560110230795725,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"2,000-3,999 元",1022,0.17602480192903894,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"20,000-29,999 元",22,0.0037891836031691355,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"30,000 元及以上，請記錄________元",8,0.0013778849466069584,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"4,000-5,999元",425,0.07320013778849466,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"6,000-7,999 元",359,0.061832586978987254,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,"8,000-9,999 元",112,0.019290389252497417,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,999 元及以下,51,0.00878401653461936,207,0.03442541160818227
2006,full_sample,INC_FAM_GOV_INCOME,沒有這項收入,3555,0.6122976231484671,207,0.03442541160818227
2006,full_sample,INC_FAM_INTEREST_INCOME,"10,000-14,999 元",30,0.005126452494873548,161,0.02677532013969732
2006,full_sample,INC_FAM_INTEREST_INCOME,"15,000-19,999 元",19,0.003246753246753247,161,0.02677532013969732
2006,full_sample,INC_FAM_INTEREST_INCOME,"20,000-29,999 元",16,0.002734107997265892,161,0.02677532013969732
2006,full_sample,INC_FAM_INTEREST_INCOME,"30,000 元及以上，請記錄________元",14,0.0023923444976076554,161,0.02677532013969732
2006,full_sample,INC_FAM_INTEREST_INCOME,"4,999元及以下",105,0.017942583732057416,161,0.02677532013969732
2006,full_sample,INC_FAM_INTEREST_INCOME,"5,000-9,999元",80,0.01367053998632946,161,0.02677532013969732
2006,full_sample,INC_FAM_INTEREST_INCOME,沒有這項收入,5588,0.9548872180451128,161,0.02677532013969732
2006,full_sample,INC_FAM_OTHER_INCOME,"10,000-14,999元",96,0.015965408282055546,0,0
2006,full_sample,INC_FAM_OTHER_INCOME,"15,000-19,999元",84,0.013969732246798603,0,0
2006,full_sample,INC_FAM_OTHER_INCOME,"20,000-24,999元",34,0.005654415433228006,0,0
2006,full_sample,INC_FAM_OTHER_INCOME,"25,000-29,999元",15,0.002494595044071179,0,0
2006,full_sample,INC_FAM_OTHER_INCOME,"30,000-39,999元",6,9.978380176284716e-4,0,0
