"DATA_Y","variable","category","n","share"
2002,"COUNTY_ORIGINAL","長濱鄉",153,0.0125967396673802
2002,"COUNTY_ORIGINAL","關山鎮",69,0.00568088259509303
2002,"COUNTY_ORIGINAL","關西鎮",26,0.00214062242713651
2002,"COUNTY_ORIGINAL","阿里山",105,0.00864482134035897
2002,"COUNTY_ORIGINAL","霧台鄉",79,0.00650419891322246
2002,"COUNTY_ORIGINAL","頭份鎮",52,0.00428124485427301
2002,"COUNTY_ORIGINAL","頭城礁溪員山鄉",44,0.00362259179976947
2002,"COUNTY_ORIGINAL","魚池鄉",18,0.00148196937263297
2002,"COUNTY_ORIGINAL","鳳山市",53,0.00436357648608595
2002,"COUNTY_ORIGINAL","鳳林鎮",65,0.00535155606784126
2002,"COUNTY_ORIGINAL","鶯歌鎮",53,0.00436357648608595
2002,"COUNTY_ORIGINAL","鹿野鄉",78,0.00642186728140952
2002,"COUNTY_ORIGINAL","龍井鄉",26,0.00214062242713651
2002,"COUNTY_ORIGINAL","龍潭鄉",55,0.00452823974971184
2002,"COUNTY_ORIGINAL","龜山鄉",52,0.00428124485427301
2002,"EDU","不識字/自修",1098,0.0837336993822924
2002,"EDU","國(初)中",2644,0.201631968275757
2002,"EDU","國小",4619,0.352245862884161
2002,"EDU","專科以上",1234,0.0941050865553268
2002,"EDU","高中職",3518,0.268283382902463
2002,"EXP_ALCOHOL_EXPENDITURE","1,000元至未滿3,000元",3403,0.261688711165795
2002,"EXP_ALCOHOL_EXPENDITURE","1萬元以上（請記錄金額）",96,0.0073823438941864
2002,"EXP_ALCOHOL_EXPENDITURE","3,000元至未滿5,000元",1211,0.0931251922485389
2002,"EXP_ALCOHOL_EXPENDITURE","5,000-6,999 元",404,0.0310673638880345
2002,"EXP_ALCOHOL_EXPENDITURE","7,000-9,999 元",172,0.013226699477084
2002,"EXP_ALCOHOL_EXPENDITURE","未滿1,000元",2550,0.196093509689326
2002,"EXP_ALCOHOL_EXPENDITURE","沒有這項支出",5168,0.397416179637035
2002,"EXP_ALCOHOL_EXPENDITURE_VALUE_SOURCE","missing",109,0.00831236177838786
2002,"EXP_ALCOHOL_EXPENDITURE_VALUE_SOURCE","source_question",13004,0.991687638221612
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","1千~未滿3千元",1279,0.198540825830487
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","1萬元以上",233,0.0361688916485563
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","3千~未滿5千元",641,0.0995032598571872
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","5千~未滿7千元",351,0.054486184414778
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","7千~未滿1萬元",278,0.0431542999068612
2002,"EXP_EDU_BOOKS_COMBINED_EXPENDITURE","未滿1千元",1119,0.173703818689848
