"DATA_Y","CITY","COUNTY","variable","non_missing_n","mean","median","sd","min","max"
2002,"臺東縣","卑南鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","卑南鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","卑南鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","卑南鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","卑南鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","大武鄉","N_FAMILY",115,3.9304347826087,4,2.27002488250693,1,12
2002,"臺東縣","大武鄉","N_INDI",115,3.67826086956522,3,2.34538676003706,0,12
2002,"臺東縣","大武鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","大武鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","大武鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","大武鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","大武鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","大武鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","太麻里","N_FAMILY",174,4.35632183908046,4,2.38238725900938,1,15
2002,"臺東縣","太麻里","N_INDI",174,4,4,2.39459893223119,1,15
2002,"臺東縣","太麻里","N_INDI_16_54",0,,,,,
2002,"臺東縣","太麻里","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","太麻里","N_INDI_55_64",0,,,,,
2002,"臺東縣","太麻里","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","太麻里","N_INDI_7_15",0,,,,,
2002,"臺東縣","太麻里","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","延平鄉","N_FAMILY",84,5.20238095238095,5,2.2802439200784,1,15
2002,"臺東縣","延平鄉","N_INDI",84,5.09523809523809,5,2.32129506655254,1,15
2002,"臺東縣","延平鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","延平鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","延平鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","延平鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","延平鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","延平鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","成功鎮","N_FAMILY",272,4.08088235294118,4,2.54713542034512,1,20
2002,"臺東縣","成功鎮","N_INDI",272,3.94117647058824,3.5,2.54629375660831,1,20
2002,"臺東縣","成功鎮","N_INDI_16_54",0,,,,,
2002,"臺東縣","成功鎮","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","成功鎮","N_INDI_55_64",0,,,,,
2002,"臺東縣","成功鎮","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","成功鎮","N_INDI_7_15",0,,,,,
2002,"臺東縣","成功鎮","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","東河鄉","N_FAMILY",162,3.96296296296296,4,2.1922757933023,1,10
2002,"臺東縣","東河鄉","N_INDI",162,3.70987654320988,3,2.19168983491959,1,10
2002,"臺東縣","東河鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","東河鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","東河鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","東河鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","東河鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","東河鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","池上鄉","N_FAMILY",67,3.8955223880597,4,2.25048364066825,1,9
2002,"臺東縣","池上鄉","N_INDI",67,3.29850746268657,2,2.30292913201094,0,9
2002,"臺東縣","池上鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","池上鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","池上鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","池上鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","池上鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","池上鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","海端鄉","N_FAMILY",97,5.18556701030928,5,2.50553510962569,1,12
2002,"臺東縣","海端鄉","N_INDI",97,5.07216494845361,5,2.59906803281008,1,12
2002,"臺東縣","海端鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","海端鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","海端鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","海端鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","海端鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","海端鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","臺東市","N_FAMILY",542,4.11623616236162,4,2.3286677276715,1,20
2002,"臺東縣","臺東市","N_INDI",542,3.86531365313653,4,2.34192200979476,0,20
2002,"臺東縣","臺東市","N_INDI_16_54",0,,,,,
2002,"臺東縣","臺東市","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","臺東市","N_INDI_55_64",0,,,,,
2002,"臺東縣","臺東市","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","臺東市","N_INDI_7_15",0,,,,,
2002,"臺東縣","臺東市","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","蘭嶼鄉","N_FAMILY",83,4.75903614457831,5,2.00359653115423,1,10
2002,"臺東縣","蘭嶼鄉","N_INDI",83,4.6144578313253,5,1.99286119412612,1,10
2002,"臺東縣","蘭嶼鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","蘭嶼鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","蘭嶼鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","蘭嶼鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","蘭嶼鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","蘭嶼鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","達仁鄉","N_FAMILY",124,4.07258064516129,4,2.66007331366898,1,20
2002,"臺東縣","達仁鄉","N_INDI",124,3.9758064516129,4,2.68226245260852,0,20
2002,"臺東縣","達仁鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","達仁鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","達仁鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","達仁鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","達仁鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","達仁鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","金峰鄉","N_FAMILY",82,5.29268292682927,5,2.35433828546812,1,12
2002,"臺東縣","金峰鄉","N_INDI",82,5.08536585365854,5,2.42008682382864,1,12
2002,"臺東縣","金峰鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","金峰鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","金峰鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","金峰鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","金峰鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","金峰鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","長濱鄉","N_FAMILY",153,3.69281045751634,3,2.53470917503275,1,20
2002,"臺東縣","長濱鄉","N_INDI",153,3.54248366013072,3,2.56491235128942,0,20
2002,"臺東縣","長濱鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","長濱鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","長濱鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","長濱鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","長濱鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","長濱鄉","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","關山鎮","N_FAMILY",69,4.30434782608696,4,2.39057184782026,1,11
2002,"臺東縣","關山鎮","N_INDI",69,3.94202898550725,4,2.47269832352179,0,11
2002,"臺東縣","關山鎮","N_INDI_16_54",0,,,,,
2002,"臺東縣","關山鎮","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","關山鎮","N_INDI_55_64",0,,,,,
2002,"臺東縣","關山鎮","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","關山鎮","N_INDI_7_15",0,,,,,
2002,"臺東縣","關山鎮","N_INDI_UNDER6",0,,,,,
2002,"臺東縣","鹿野鄉","N_FAMILY",78,4.33333333333333,4,2.61199364901809,1,13
2002,"臺東縣","鹿野鄉","N_INDI",78,4.06410256410256,4,2.68395784311708,0,13
2002,"臺東縣","鹿野鄉","N_INDI_16_54",0,,,,,
2002,"臺東縣","鹿野鄉","N_INDI_55PLUS",0,,,,,
2002,"臺東縣","鹿野鄉","N_INDI_55_64",0,,,,,
2002,"臺東縣","鹿野鄉","N_INDI_65PLUS",0,,,,,
2002,"臺東縣","鹿野鄉","N_INDI_7_15",0,,,,,
2002,"臺東縣","鹿野鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","光復鄉","N_FAMILY",213,4.21596244131455,4,2.92844356859267,1,20
2002,"花蓮縣","光復鄉","N_INDI",213,4.06103286384977,3,2.77642244078051,0,17
2002,"花蓮縣","光復鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","光復鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","光復鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","光復鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","光復鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","光復鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","卓溪鄉","N_FAMILY",140,4.85714285714286,4,2.68105913939648,1,20
2002,"花蓮縣","卓溪鄉","N_INDI",140,4.7,4,2.70011990141445,0,20
2002,"花蓮縣","卓溪鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","卓溪鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","卓溪鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","卓溪鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","卓溪鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","卓溪鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","吉安鄉","N_FAMILY",380,4.09210526315789,4,1.99059551145121,1,12
2002,"花蓮縣","吉安鄉","N_INDI",380,3.62105263157895,4,1.97973345061429,0,11
2002,"花蓮縣","吉安鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","吉安鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","吉安鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","吉安鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","吉安鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","吉安鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","壽豐鄉","N_FAMILY",179,4.1340782122905,4,2.56683922594034,1,15
2002,"花蓮縣","壽豐鄉","N_INDI",179,3.89944134078212,3,2.45657789761395,1,12
2002,"花蓮縣","壽豐鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","壽豐鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","壽豐鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","壽豐鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","壽豐鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","壽豐鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","富里鄉","N_FAMILY",54,4.05555555555556,3,2.64515696054354,1,12
2002,"花蓮縣","富里鄉","N_INDI",54,3.96296296296296,3,2.68442722862293,0,12
2002,"花蓮縣","富里鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","富里鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","富里鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","富里鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","富里鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","富里鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","新城鄉","N_FAMILY",149,4.0738255033557,4,2.02048281536444,1,14
2002,"花蓮縣","新城鄉","N_INDI",149,3.78523489932886,4,2.05519696691774,1,14
2002,"花蓮縣","新城鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","新城鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","新城鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","新城鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","新城鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","新城鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","玉里鎮","N_FAMILY",237,3.85232067510549,3,2.4819955267963,1,15
2002,"花蓮縣","玉里鎮","N_INDI",237,3.60759493670886,3,2.44992764430853,0,15
2002,"花蓮縣","玉里鎮","N_INDI_16_54",0,,,,,
2002,"花蓮縣","玉里鎮","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","玉里鎮","N_INDI_55_64",0,,,,,
2002,"花蓮縣","玉里鎮","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","玉里鎮","N_INDI_7_15",0,,,,,
2002,"花蓮縣","玉里鎮","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","瑞穗鄉","N_FAMILY",145,3.88275862068966,4,2.3585054362287,1,12
2002,"花蓮縣","瑞穗鄉","N_INDI",145,3.62068965517241,3,2.17328784946411,1,11
2002,"花蓮縣","瑞穗鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","瑞穗鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","瑞穗鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","瑞穗鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","瑞穗鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","瑞穗鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","秀林鄉","N_FAMILY",353,4.8413597733711,5,2.67199073901837,1,20
2002,"花蓮縣","秀林鄉","N_INDI",353,4.65722379603399,4,2.72797173203752,0,20
2002,"花蓮縣","秀林鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","秀林鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","秀林鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","秀林鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","秀林鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","秀林鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","花蓮市","N_FAMILY",271,3.83025830258303,4,1.93236746171807,1,13
2002,"花蓮縣","花蓮市","N_INDI",271,3.21771217712177,3,1.9533020300391,0,13
2002,"花蓮縣","花蓮市","N_INDI_16_54",0,,,,,
2002,"花蓮縣","花蓮市","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","花蓮市","N_INDI_55_64",0,,,,,
2002,"花蓮縣","花蓮市","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","花蓮市","N_INDI_7_15",0,,,,,
2002,"花蓮縣","花蓮市","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","萬榮鄉","N_FAMILY",190,5.09473684210526,5,3.0064258665778,1,20
2002,"花蓮縣","萬榮鄉","N_INDI",190,5.03684210526316,5,3.03832844017678,1,20
2002,"花蓮縣","萬榮鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","萬榮鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","萬榮鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","萬榮鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","萬榮鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","萬榮鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","豐濱鄉","N_FAMILY",131,3.20610687022901,3,1.96788663389828,1,10
2002,"花蓮縣","豐濱鄉","N_INDI",131,3.0763358778626,3,1.92401151688016,1,10
2002,"花蓮縣","豐濱鄉","N_INDI_16_54",0,,,,,
2002,"花蓮縣","豐濱鄉","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","豐濱鄉","N_INDI_55_64",0,,,,,
2002,"花蓮縣","豐濱鄉","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","豐濱鄉","N_INDI_7_15",0,,,,,
2002,"花蓮縣","豐濱鄉","N_INDI_UNDER6",0,,,,,
2002,"花蓮縣","鳳林鎮","N_FAMILY",65,4.26153846153846,4,2.49547667714083,1,10
2002,"花蓮縣","鳳林鎮","N_INDI",65,4.03076923076923,3,2.42364157035203,1,10
2002,"花蓮縣","鳳林鎮","N_INDI_16_54",0,,,,,
2002,"花蓮縣","鳳林鎮","N_INDI_55PLUS",0,,,,,
2002,"花蓮縣","鳳林鎮","N_INDI_55_64",0,,,,,
2002,"花蓮縣","鳳林鎮","N_INDI_65PLUS",0,,,,,
2002,"花蓮縣","鳳林鎮","N_INDI_7_15",0,,,,,
2002,"花蓮縣","鳳林鎮","N_INDI_UNDER6",0,,,,,
2002,"苗栗縣","南庄鄉","N_FAMILY",63,5.01587301587302,5,2.61812579783561,1,15
2002,"苗栗縣","南庄鄉","N_INDI",63,4.31746031746032,4,2.7346368327935,1,15
2002,"苗栗縣","南庄鄉","N_INDI_16_54",0,,,,,
2002,"苗栗縣","南庄鄉","N_INDI_55PLUS",0,,,,,
2002,"苗栗縣","南庄鄉","N_INDI_55_64",0,,,,,
2002,"苗栗縣","南庄鄉","N_INDI_65PLUS",0,,,,,
2002,"苗栗縣","南庄鄉","N_INDI_7_15",0,,,,,
2002,"苗栗縣","南庄鄉","N_INDI_UNDER6",0,,,,,
2002,"苗栗縣","泰安鄉","N_FAMILY",112,4.55357142857143,4,2.8055263536417,1,15
2002,"苗栗縣","泰安鄉","N_INDI",112,4.36607142857143,4,2.64062351261829,1,15
2002,"苗栗縣","泰安鄉","N_INDI_16_54",0,,,,,
2002,"苗栗縣","泰安鄉","N_INDI_55PLUS",0,,,,,
2002,"苗栗縣","泰安鄉","N_INDI_55_64",0,,,,,
2002,"苗栗縣","泰安鄉","N_INDI_65PLUS",0,,,,,
2002,"苗栗縣","泰安鄉","N_INDI_7_15",0,,,,,
2002,"苗栗縣","泰安鄉","N_INDI_UNDER6",0,,,,,
2002,"苗栗縣","獅潭鄉","N_FAMILY",5,4.8,4,2.04939015319192,3,7
2002,"苗栗縣","獅潭鄉","N_INDI",5,4.6,4,1.81659021245849,3,7
2002,"苗栗縣","獅潭鄉","N_INDI_16_54",0,,,,,
2002,"苗栗縣","獅潭鄉","N_INDI_55PLUS",0,,,,,
2002,"苗栗縣","獅潭鄉","N_INDI_55_64",0,,,,,
2002,"苗栗縣","獅潭鄉","N_INDI_65PLUS",0,,,,,
2002,"苗栗縣","獅潭鄉","N_INDI_7_15",0,,,,,
2002,"苗栗縣","獅潭鄉","N_INDI_UNDER6",0,,,,,
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_FAMILY",52,5.48076923076923,5,2.37214542271035,2,13
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI",52,3.46153846153846,3,2.35531554408686,1,12
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI_16_54",0,,,,,
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI_55PLUS",0,,,,,
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI_55_64",0,,,,,
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI_65PLUS",0,,,,,
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI_7_15",0,,,,,
2002,"苗栗縣","竹南鎮後龍鎮造橋鄉","N_INDI_UNDER6",0,,,,,
2002,"苗栗縣","苗栗市","N_FAMILY",53,4.56603773584906,4,1.71542138759261,1,9
2002,"苗栗縣","苗栗市","N_INDI",53,3.64150943396226,4,1.66519044444035,1,8
2002,"苗栗縣","苗栗市","N_INDI_16_54",0,,,,,
2002,"苗栗縣","苗栗市","N_INDI_55PLUS",0,,,,,
2002,"苗栗縣","苗栗市","N_INDI_55_64",0,,,,,
2002,"苗栗縣","苗栗市","N_INDI_65PLUS",0,,,,,
2002,"苗栗縣","苗栗市","N_INDI_7_15",0,,,,,
2002,"苗栗縣","苗栗市","N_INDI_UNDER6",0,,,,,
2002,"苗栗縣","頭份鎮","N_FAMILY",52,4.48076923076923,4.5,1.66262708039008,1,11
2002,"苗栗縣","頭份鎮","N_INDI",52,2.88461538461538,2.5,2.22863579263846,1,11
2002,"苗栗縣","頭份鎮","N_INDI_16_54",0,,,,,
2002,"苗栗縣","頭份鎮","N_INDI_55PLUS",0,,,,,
2002,"苗栗縣","頭份鎮","N_INDI_55_64",0,,,,,
2002,"苗栗縣","頭份鎮","N_INDI_65PLUS",0,,,,,
2002,"苗栗縣","頭份鎮","N_INDI_7_15",0,,,,,
2002,"苗栗縣","頭份鎮","N_INDI_UNDER6",0,,,,,
2002,"連江縣","未知地區","N_FAMILY",9,4.66666666666667,5,1.5,2,7
2002,"連江縣","未知地區","N_INDI",9,1.66666666666667,1,1.11803398874989,1,4
2002,"連江縣","未知地區","N_INDI_16_54",0,,,,,
2002,"連江縣","未知地區","N_INDI_55PLUS",0,,,,,
2002,"連江縣","未知地區","N_INDI_55_64",0,,,,,
2002,"連江縣","未知地區","N_INDI_65PLUS",0,,,,,
2002,"連江縣","未知地區","N_INDI_7_15",0,,,,,
2002,"連江縣","未知地區","N_INDI_UNDER6",0,,,,,
2002,"金門縣","未知地區","N_FAMILY",27,5.74074074074074,5,2.19426862868128,2,12
2002,"金門縣","未知地區","N_INDI",27,1.96296296296296,1,2.24433443074713,0,11
2002,"金門縣","未知地區","N_INDI_16_54",0,,,,,
2002,"金門縣","未知地區","N_INDI_55PLUS",0,,,,,
2002,"金門縣","未知地區","N_INDI_55_64",0,,,,,
2002,"金門縣","未知地區","N_INDI_65PLUS",0,,,,,
2002,"金門縣","未知地區","N_INDI_7_15",0,,,,,
2002,"金門縣","未知地區","N_INDI_UNDER6",0,,,,,
2002,"高雄市","未知地區","N_FAMILY",302,3.92715231788079,4,1.44028115448502,1,8
2002,"高雄市","未知地區","N_INDI",302,3.39072847682119,3,1.62608924877053,0,8
2002,"高雄市","未知地區","N_INDI_16_54",0,,,,,
2002,"高雄市","未知地區","N_INDI_55PLUS",0,,,,,
2002,"高雄市","未知地區","N_INDI_55_64",0,,,,,
2002,"高雄市","未知地區","N_INDI_65PLUS",0,,,,,
2002,"高雄市","未知地區","N_INDI_7_15",0,,,,,
2002,"高雄市","未知地區","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","三民鄉","N_FAMILY",67,5.16417910447761,5,2.65488123871445,1,17
2002,"高雄縣","三民鄉","N_INDI",67,5.1044776119403,5,2.66364029989382,1,17
2002,"高雄縣","三民鄉","N_INDI_16_54",0,,,,,
2002,"高雄縣","三民鄉","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","三民鄉","N_INDI_55_64",0,,,,,
2002,"高雄縣","三民鄉","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","三民鄉","N_INDI_7_15",0,,,,,
2002,"高雄縣","三民鄉","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","六龜鄉美濃鎮","N_FAMILY",57,4.29824561403509,4,1.71094076336364,1,11
2002,"高雄縣","六龜鄉美濃鎮","N_INDI",57,3.01754385964912,3,1.76767834087313,0,7
2002,"高雄縣","六龜鄉美濃鎮","N_INDI_16_54",0,,,,,
2002,"高雄縣","六龜鄉美濃鎮","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","六龜鄉美濃鎮","N_INDI_55_64",0,,,,,
2002,"高雄縣","六龜鄉美濃鎮","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","六龜鄉美濃鎮","N_INDI_7_15",0,,,,,
2002,"高雄縣","六龜鄉美濃鎮","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","大寮鄉","N_FAMILY",56,4.21428571428571,4,1.52213111028029,1,8
2002,"高雄縣","大寮鄉","N_INDI",56,2.94642857142857,3,1.68867503582642,1,7
2002,"高雄縣","大寮鄉","N_INDI_16_54",0,,,,,
2002,"高雄縣","大寮鄉","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","大寮鄉","N_INDI_55_64",0,,,,,
2002,"高雄縣","大寮鄉","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","大寮鄉","N_INDI_7_15",0,,,,,
2002,"高雄縣","大寮鄉","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","大樹鄉仁武鄉","N_FAMILY",53,4.9811320754717,5,2.28279995112055,2,13
2002,"高雄縣","大樹鄉仁武鄉","N_INDI",53,3.75471698113208,4,1.97002206525478,1,9
2002,"高雄縣","大樹鄉仁武鄉","N_INDI_16_54",0,,,,,
2002,"高雄縣","大樹鄉仁武鄉","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","大樹鄉仁武鄉","N_INDI_55_64",0,,,,,
2002,"高雄縣","大樹鄉仁武鄉","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","大樹鄉仁武鄉","N_INDI_7_15",0,,,,,
2002,"高雄縣","大樹鄉仁武鄉","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","岡山鎮","N_FAMILY",54,3.68518518518519,4,1.4251656517299,1,8
2002,"高雄縣","岡山鎮","N_INDI",54,2.87037037037037,3,1.62580947961659,1,8
2002,"高雄縣","岡山鎮","N_INDI_16_54",0,,,,,
2002,"高雄縣","岡山鎮","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","岡山鎮","N_INDI_55_64",0,,,,,
2002,"高雄縣","岡山鎮","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","岡山鎮","N_INDI_7_15",0,,,,,
2002,"高雄縣","岡山鎮","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","林園鄉鳥松鄉","N_FAMILY",47,5.25531914893617,5,2.49754736305687,2,12
2002,"高雄縣","林園鄉鳥松鄉","N_INDI",47,3.5531914893617,3,2.66872800378511,1,11
2002,"高雄縣","林園鄉鳥松鄉","N_INDI_16_54",0,,,,,
2002,"高雄縣","林園鄉鳥松鄉","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","林園鄉鳥松鄉","N_INDI_55_64",0,,,,,
2002,"高雄縣","林園鄉鳥松鄉","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","林園鄉鳥松鄉","N_INDI_7_15",0,,,,,
2002,"高雄縣","林園鄉鳥松鄉","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","桃源鄉","N_FAMILY",101,4.98019801980198,5,2.79277710539098,1,15
2002,"高雄縣","桃源鄉","N_INDI",101,4.93069306930693,5,2.77941513899084,1,15
2002,"高雄縣","桃源鄉","N_INDI_16_54",0,,,,,
2002,"高雄縣","桃源鄉","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","桃源鄉","N_INDI_55_64",0,,,,,
2002,"高雄縣","桃源鄉","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","桃源鄉","N_INDI_7_15",0,,,,,
2002,"高雄縣","桃源鄉","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","茂林鄉","N_FAMILY",46,4.15217391304348,4,2.42182108986282,1,14
2002,"高雄縣","茂林鄉","N_INDI",46,4.10869565217391,4,2.42421360325424,0,14
2002,"高雄縣","茂林鄉","N_INDI_16_54",0,,,,,
2002,"高雄縣","茂林鄉","N_INDI_55PLUS",0,,,,,
2002,"高雄縣","茂林鄉","N_INDI_55_64",0,,,,,
2002,"高雄縣","茂林鄉","N_INDI_65PLUS",0,,,,,
2002,"高雄縣","茂林鄉","N_INDI_7_15",0,,,,,
2002,"高雄縣","茂林鄉","N_INDI_UNDER6",0,,,,,
2002,"高雄縣","鳳山市","N_FAMILY",53,4.52830188679245,5,1.72764594824761,1,9
