station_county,station_township,survey_roc_year,care_station_new_count,care_station_count,care_station_any,care_station_first_year,care_station_years_since_first,care_station_event_time,care_station_exposed_1y,care_station_exposed_3y,care_station_exposed_5y,care_station_source,care_station_source_limitation
南投縣,仁愛鄉,90,1,1,TRUE,90,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,91,0,1,TRUE,90,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,92,0,1,TRUE,90,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,93,0,1,TRUE,90,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,94,0,1,TRUE,90,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,95,1,2,TRUE,90,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,96,1,3,TRUE,90,6,6,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,97,0,3,TRUE,90,7,7,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,98,0,3,TRUE,90,8,8,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,99,0,3,TRUE,90,9,9,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,100,0,3,TRUE,90,10,10,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,101,1,4,TRUE,90,11,11,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,102,1,5,TRUE,90,12,12,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,103,0,5,TRUE,90,13,13,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,104,0,5,TRUE,90,14,14,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,105,0,5,TRUE,90,15,15,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,106,3,8,TRUE,90,16,16,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,107,3,11,TRUE,90,17,17,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,108,2,13,TRUE,90,18,18,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,109,6,19,TRUE,90,19,19,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,110,0,19,TRUE,90,20,20,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,111,2,21,TRUE,90,21,21,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,112,0,21,TRUE,90,22,22,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,113,0,21,TRUE,90,23,23,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,仁愛鄉,114,0,21,TRUE,90,24,24,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,90,1,1,TRUE,90,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,91,0,1,TRUE,90,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,92,0,1,TRUE,90,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,93,0,1,TRUE,90,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,94,0,1,TRUE,90,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,95,2,3,TRUE,90,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,96,0,3,TRUE,90,6,6,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,97,1,4,TRUE,90,7,7,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,98,1,5,TRUE,90,8,8,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,99,0,5,TRUE,90,9,9,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,100,0,5,TRUE,90,10,10,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,101,0,5,TRUE,90,11,11,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,102,0,5,TRUE,90,12,12,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,103,0,5,TRUE,90,13,13,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,104,1,6,TRUE,90,14,14,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,105,0,6,TRUE,90,15,15,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,106,1,7,TRUE,90,16,16,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,107,1,8,TRUE,90,17,17,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,108,1,9,TRUE,90,18,18,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,109,1,10,TRUE,90,19,19,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,110,0,10,TRUE,90,20,20,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,111,1,11,TRUE,90,21,21,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,112,0,11,TRUE,90,22,22,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,113,0,11,TRUE,90,23,23,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,信義鄉,114,0,11,TRUE,90,24,24,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,90,0,0,FALSE,109,NA,-19,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,91,0,0,FALSE,109,NA,-18,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,92,0,0,FALSE,109,NA,-17,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,93,0,0,FALSE,109,NA,-16,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,94,0,0,FALSE,109,NA,-15,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,95,0,0,FALSE,109,NA,-14,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,96,0,0,FALSE,109,NA,-13,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,97,0,0,FALSE,109,NA,-12,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,98,0,0,FALSE,109,NA,-11,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,99,0,0,FALSE,109,NA,-10,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,100,0,0,FALSE,109,NA,-9,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,101,0,0,FALSE,109,NA,-8,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,102,0,0,FALSE,109,NA,-7,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,103,0,0,FALSE,109,NA,-6,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,104,0,0,FALSE,109,NA,-5,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,105,0,0,FALSE,109,NA,-4,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,106,0,0,FALSE,109,NA,-3,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,107,0,0,FALSE,109,NA,-2,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,108,0,0,FALSE,109,NA,-1,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,109,1,1,TRUE,109,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,110,0,1,TRUE,109,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,111,0,1,TRUE,109,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,112,0,1,TRUE,109,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,113,0,1,TRUE,109,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,南投市,114,0,1,TRUE,109,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,90,0,0,FALSE,105,NA,-15,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,91,0,0,FALSE,105,NA,-14,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,92,0,0,FALSE,105,NA,-13,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,93,0,0,FALSE,105,NA,-12,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,94,0,0,FALSE,105,NA,-11,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,95,0,0,FALSE,105,NA,-10,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,96,0,0,FALSE,105,NA,-9,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,97,0,0,FALSE,105,NA,-8,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,98,0,0,FALSE,105,NA,-7,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,99,0,0,FALSE,105,NA,-6,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,100,0,0,FALSE,105,NA,-5,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,101,0,0,FALSE,105,NA,-4,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,102,0,0,FALSE,105,NA,-3,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,103,0,0,FALSE,105,NA,-2,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,104,0,0,FALSE,105,NA,-1,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,105,1,1,TRUE,105,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,106,0,1,TRUE,105,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,107,0,1,TRUE,105,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,108,1,2,TRUE,105,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,109,1,3,TRUE,105,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,110,0,3,TRUE,105,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,111,0,3,TRUE,105,6,6,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,112,1,4,TRUE,105,7,7,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,113,0,4,TRUE,105,8,8,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,埔里鎮,114,0,4,TRUE,105,9,9,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,90,0,0,FALSE,107,NA,-17,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,91,0,0,FALSE,107,NA,-16,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,92,0,0,FALSE,107,NA,-15,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,93,0,0,FALSE,107,NA,-14,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,94,0,0,FALSE,107,NA,-13,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,95,0,0,FALSE,107,NA,-12,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,96,0,0,FALSE,107,NA,-11,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,97,0,0,FALSE,107,NA,-10,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,98,0,0,FALSE,107,NA,-9,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,99,0,0,FALSE,107,NA,-8,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,100,0,0,FALSE,107,NA,-7,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,101,0,0,FALSE,107,NA,-6,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,102,0,0,FALSE,107,NA,-5,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,103,0,0,FALSE,107,NA,-4,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,104,0,0,FALSE,107,NA,-3,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,105,0,0,FALSE,107,NA,-2,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,106,0,0,FALSE,107,NA,-1,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,107,1,1,TRUE,107,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,108,0,1,TRUE,107,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,109,0,1,TRUE,107,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,110,0,1,TRUE,107,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,111,0,1,TRUE,107,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,112,0,1,TRUE,107,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,113,0,1,TRUE,107,6,6,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
南投縣,魚池鄉,114,0,1,TRUE,107,7,7,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,90,0,0,FALSE,102,NA,-12,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,91,0,0,FALSE,102,NA,-11,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,92,0,0,FALSE,102,NA,-10,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,93,0,0,FALSE,102,NA,-9,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,94,0,0,FALSE,102,NA,-8,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,95,0,0,FALSE,102,NA,-7,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,96,0,0,FALSE,102,NA,-6,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,97,0,0,FALSE,102,NA,-5,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,98,0,0,FALSE,102,NA,-4,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,99,0,0,FALSE,102,NA,-3,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,100,0,0,FALSE,102,NA,-2,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,101,0,0,FALSE,102,NA,-1,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,102,1,1,TRUE,102,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,103,0,1,TRUE,102,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,104,0,1,TRUE,102,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,105,0,1,TRUE,102,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,106,0,1,TRUE,102,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,107,0,1,TRUE,102,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,108,0,1,TRUE,102,6,6,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,109,0,1,TRUE,102,7,7,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,110,0,1,TRUE,102,8,8,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,111,0,1,TRUE,102,9,9,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,112,0,1,TRUE,102,10,10,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,113,0,1,TRUE,102,11,11,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,番路鄉,114,0,1,TRUE,102,12,12,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,90,0,0,FALSE,98,NA,-8,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,91,0,0,FALSE,98,NA,-7,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,92,0,0,FALSE,98,NA,-6,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,93,0,0,FALSE,98,NA,-5,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,94,0,0,FALSE,98,NA,-4,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,95,0,0,FALSE,98,NA,-3,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,96,0,0,FALSE,98,NA,-2,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,97,0,0,FALSE,98,NA,-1,NA,NA,NA,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,98,2,2,TRUE,98,0,0,FALSE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,99,0,2,TRUE,98,1,1,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,100,1,3,TRUE,98,2,2,TRUE,FALSE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,101,0,3,TRUE,98,3,3,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,102,1,4,TRUE,98,4,4,TRUE,TRUE,FALSE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,103,1,5,TRUE,98,5,5,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,104,1,6,TRUE,98,6,6,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,105,0,6,TRUE,98,7,7,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,106,0,6,TRUE,98,8,8,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,107,0,6,TRUE,98,9,9,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,108,0,6,TRUE,98,10,10,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
嘉義縣,阿里山鄉,109,1,7,TRUE,98,11,11,TRUE,TRUE,TRUE,114年現存營運清冊依成立年度回推,可能不含114年前已停辦或撤站之歷史站點
