sample_definition,Survey Year,Variable,Present,Eligible N,Valid N,Response Missing N,Response Missing %,Structural Missing N,Structural Missing %,Structural Missing,structural_missing_status,coverage_basis
indigenous_analysis_sample,2002,EXP_MEDICAL_EXPENDITURE,1,13113,11688,1425,0.10867078471745596,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,1,13113,1125,11988,0.9142072752230611,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,EXP_TOTAL_DERIVED_EXPENDITURE,1,13113,13091,22,0.0016777243956379165,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,EXP_TOTAL_REPORTED_EXPENDITURE,1,13113,13097,16,0.0012201631968275757,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,EXP_TRANSPORT_COMM_EXPENDITURE,1,13113,12938,175,0.013345534965301609,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,EXP_TRAVEL_EXPENDITURE,1,13113,2256,10857,0.8279569892473119,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,INC_FAM_GOV_INCOME,1,13113,4726,8387,0.6395942957370548,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,INC_FAM_OTHER_INCOME,1,13113,3169,9944,0.7583314268283383,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,1,13113,1025,12088,0.9218332952032334,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,INC_FAM_TOTAL_DERIVED_INCOME,1,13113,12945,168,0.012811713566689545,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,INC_FAM_TOTAL_REPORTED_INCOME,1,13113,13113,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2002,INC_FAM_WORK_INCOME,1,13113,11675,1438,0.10966216731487836,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_ALCOHOL_EXPENDITURE,1,6013,5662,351,0.05837352403126559,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_CARE_EXPENDITURE,1,6013,5942,71,0.011807749875270248,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_CLEANING_EXPENDITURE,1,6013,5963,50,0.008315316813570598,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_CLOTHING_EXPENDITURE,1,6013,5609,404,0.06718775985365043,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,1,6013,5742,271,0.045069017129552635,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_FOOD_EXPENDITURE,1,6013,5341,672,0.11175785797438882,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_FURNITURE_EXPENDITURE,1,6013,5689,324,0.053883252951937466,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_HOUSING_UTIL_EXPENDITURE,1,6013,5601,412,0.06851821054382172,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_LOAN_INTEREST_EXPENDITURE,1,6013,5803,210,0.034924330616996506,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_MEDICAL_EXPENDITURE,1,6013,5282,731,0.12156993181440214,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_OTHER_EXPENDITURE,1,6013,5845,168,0.027939464493597205,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_TAX_INS_GIFT_EXPENDITURE,1,6013,4790,1223,0.2033926492599368,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,1,6013,3716,2297,0.3820056544154332,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_TOTAL_DERIVED_EXPENDITURE,1,6013,6012,1,1.6630633627141194e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_TRANSPORT_COMM_EXPENDITURE,1,6013,5411,602,0.10011641443538999,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,EXP_TRAVEL_EXPENDITURE,1,6013,5928,85,0.014136038583070014,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_GOV_INCOME,1,6013,5806,207,0.03442541160818227,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_INTEREST_INCOME,1,6013,5852,161,0.02677532013969732,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_OTHER_INCOME,1,6013,5908,105,0.017462165308498253,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_RENT_INCOME,1,6013,5929,84,0.013969732246798603,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,1,6013,4839,1174,0.19524363878263762,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_TOTAL_DERIVED_INCOME,1,6013,6005,8,0.0013304506901712955,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_FAM_WORK_INCOME,1,6013,5087,926,0.15399966738732745,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_PERS_GOV_INCOME,1,6013,5940,73,0.012140362547813071,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_PERS_INTEREST_INCOME,1,6013,5957,56,0.009313154831199068,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_PERS_OTHER_INCOME,1,6013,5963,50,0.008315316813570598,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_PERS_RENT_INCOME,1,6013,5972,41,0.00681855978712789,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2006,INC_PERS_WORK_INCOME,1,6013,5757,256,0.042574422085481456,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_ALCOHOL_EXPENDITURE,1,5027,5020,7,0.0013924806047344342,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_CARE_EXPENDITURE,1,5027,5022,5,9.946290033817386e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_CLEANING_EXPENDITURE,1,5027,5020,7,0.0013924806047344342,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_CLOTHING_EXPENDITURE,1,5027,5022,5,9.946290033817386e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_EDU_BOOKS_COMBINED_EXPENDITURE,1,5027,5024,3,5.967774020290431e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_FOOD_EXPENDITURE,1,5027,5023,4,7.957032027053909e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_FURNITURE_EXPENDITURE,1,5027,5019,8,0.0015914064054107818,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_HOUSING_UTIL_EXPENDITURE,1,5027,5025,2,3.9785160135269546e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_LOAN_INTEREST_EXPENDITURE,1,5027,5019,8,0.0015914064054107818,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_MEDICAL_EXPENDITURE,1,5027,5019,8,0.0015914064054107818,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_OTHER_EXPENDITURE,1,5027,5020,7,0.0013924806047344342,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_TAX_INS_GIFT_EXPENDITURE,1,5027,5019,8,0.0015914064054107818,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,1,5027,4962,65,0.012930177043962602,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_TOTAL_DERIVED_EXPENDITURE,1,5027,5027,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_TRANSPORT_COMM_EXPENDITURE,1,5027,5025,2,3.9785160135269546e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,EXP_TRAVEL_EXPENDITURE,1,5027,5024,3,5.967774020290431e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_FAM_GOV_INCOME,1,5027,5027,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_FAM_INTEREST_INCOME,1,5027,5017,10,0.001989258006763477,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_FAM_RENT_INCOME,1,5027,5016,11,0.002188183807439825,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,1,5027,5012,15,0.002983887010145216,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_FAM_TOTAL_DERIVED_INCOME,1,5027,5027,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_FAM_WORK_INCOME,1,5027,5027,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_PERS_GOV_INCOME,1,5027,5024,3,5.967774020290431e-4,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_PERS_INTEREST_INCOME,1,5027,5018,9,0.0017903322060871295,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_PERS_OTHER_INCOME,1,5027,5014,13,0.0025860354087925202,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_PERS_RENT_INCOME,1,5027,5013,14,0.0027849612094688683,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2010,INC_PERS_WORK_INCOME,1,5027,5027,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_ALCOHOL_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_BOOKS_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_CARE_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_CLEANING_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_CLOTHING_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_DINING_LODGING_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_EDU_TUITION_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_FOOD_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_FURNITURE_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_HOUSING_UTIL_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_LOAN_INTEREST_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_MEDICAL_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_OTHER_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_TAX_INS_GIFT_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_TOTAL_DERIVED_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_TRANSPORT_COMM_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,EXP_TRAVEL_EXPENDITURE,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_GOV_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_INTEREST_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_OTHER_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_RENT_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_TOTAL_DERIVED_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_TRANSFER_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_FAM_WORK_INCOME,1,5214,3345,1869,0.358457997698504,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_PERS_GOV_INCOME,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_PERS_INTEREST_INCOME,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_PERS_OTHER_INCOME,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_PERS_RENT_INCOME,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_PERS_TRANSFER_INCOME,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2014,INC_PERS_WORK_INCOME,1,5214,5214,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_ALCOHOL_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_BOOKS_EXPENDITURE,1,4494,1202,3292,0.7325322652425457,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_CARE_EXPENDITURE,1,4494,209,4285,0.9534935469514909,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_CLEANING_EXPENDITURE,1,4494,34,4460,0.9924343569203382,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_CLOTHING_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_DINING_LODGING_EXPENDITURE,1,4494,2879,1615,0.35936804628393415,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_EDU_TUITION_EXPENDITURE,1,4494,1839,2655,0.5907877169559412,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_FOOD_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_FURNITURE_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_HOUSING_UTIL_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_LOAN_INTEREST_EXPENDITURE,1,4494,1238,3256,0.7245215843346684,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_MEDICAL_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_OTHER_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_TAX_INS_GIFT_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,1,4494,0,4494,1,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_TOTAL_DERIVED_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_TRANSPORT_COMM_EXPENDITURE,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,EXP_TRAVEL_EXPENDITURE,1,4494,1202,3292,0.7325322652425457,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_GOV_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_INTEREST_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_OTHER_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_RENT_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_TOTAL_DERIVED_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_TRANSFER_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_FAM_WORK_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_PERS_GOV_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_PERS_INTEREST_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_PERS_OTHER_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_PERS_RENT_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_PERS_TRANSFER_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2017,INC_PERS_WORK_INCOME,1,4494,4494,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_ALCOHOL_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_BOOKS_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_CARE_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_CLEANING_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_CLOTHING_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_DINING_LODGING_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_EDU_TUITION_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_FOOD_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_FURNITURE_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_HOUSING_UTIL_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_LOAN_INTEREST_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_MEDICAL_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_OTHER_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_TAX_INS_GIFT_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_TOTAL_DERIVED_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_TRANSPORT_COMM_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,EXP_TRAVEL_EXPENDITURE,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_GOV_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_INTEREST_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_OTHER_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_RENT_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_TOTAL_DERIVED_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_TRANSFER_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_FAM_WORK_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_PERS_GOV_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_PERS_INTEREST_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_PERS_OTHER_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
indigenous_analysis_sample,2021,INC_PERS_RENT_INCOME,1,5409,5409,0,0,NA,NA,NA,not_evaluated_in_recoded_coverage,recoded_midpoint
