sample_definition,survey_year,variable,valid_n_before,missing_n_before,missing_pct_before,mean_before,median_before,sd_before,min_before,max_before,valid_n_after,missing_n_after,missing_pct_after,mean_after,median_after,sd_after,min_after,max_after,valid_n_equal,mean_equal,median_equal,sd_equal,mean_delta,median_delta,expected_unchanged
indigenous_analysis_sample,2017,EXP_BOOKS_EXPENDITURE,4494,0,0,253.67156208277703,0,1366.9425854356523,0,80000,4494,0,0,253.67156208277703,0,1366.9425854356523,0,80000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_CARE_EXPENDITURE,4494,0,0,514.5749888740543,0,3252.8915157893057,0,65000,4494,0,0,514.5749888740543,0,3252.8915157893057,0,65000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_CLEANING_EXPENDITURE,4494,0,0,52.18068535825545,0,976.694100735101,0,25000,4494,0,0,52.18068535825545,0,976.694100735101,0,25000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_CLOTHING_EXPENDITURE,4494,0,0,1571.3173119715177,1500,1782.7656776133012,500,25000,4494,0,0,1571.3173119715177,1500,1782.7656776133012,500,25000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_DINING_LODGING_EXPENDITURE,4494,0,0,3232.309746328438,1500,5307.712864539677,0,70000,4494,0,0,3232.309746328438,1500,5307.712864539677,0,70000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_EDU_TUITION_EXPENDITURE,4494,0,0,1951.2683578104136,0,4373.460818443538,0,80000,4494,0,0,1951.2683578104136,0,4373.460818443538,0,80000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_FOOD_EXPENDITURE,4494,0,0,9644.971072541166,8500,7446.564616106355,1500,65000,4494,0,0,9644.971072541166,8500,7446.564616106355,1500,65000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_FURNITURE_EXPENDITURE,4494,0,0,3582.888295505118,2500,2878.285206702158,500,25000,4494,0,0,3582.888295505118,2500,2878.285206702158,500,25000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_HOUSING_UTIL_EXPENDITURE,4494,0,0,5043.05740987984,2750,5876.739380366965,0,75000,4494,0,0,5043.05740987984,2750,5876.739380366965,0,75000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_LOAN_INTEREST_EXPENDITURE,4494,0,0,2759.012016021362,0,7538.860080240797,0,200000,4494,0,0,2759.012016021362,0,7538.860080240797,0,200000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_MEDICAL_EXPENDITURE,4494,0,0,1997.4410324877615,750,3553.370251618383,0,35000,4494,0,0,1997.4410324877615,750,3553.370251618383,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_OTHER_EXPENDITURE,4494,0,0,2131.1748998664884,1500,2858.4034272298973,500,100000,4494,0,0,2131.1748998664884,1500,2858.4034272298973,500,100000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_TAX_INS_GIFT_EXPENDITURE,4494,0,0,3458.444592790387,2250,4161.28027313937,0,35000,4494,0,0,3458.444592790387,2250,4161.28027313937,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,4494,0,0,43901.51668891856,37750,27124.685685564615,5000,357250,4494,0,0,43901.51668891856,37750,27124.685685564615,5000,357250,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,EXP_TOTAL_DERIVED_EXPENDITURE,4494,0,0,43901.51668891856,37750,27124.685685564615,5000,357250,4494,0,0,43901.51668891856,37750,27124.685685564615,5000,357250,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,EXP_TRANSPORT_COMM_EXPENDITURE,4494,0,0,4759.012016021362,3500,4737.794538318962,0,35000,4494,0,0,4759.012016021362,3500,4737.794538318962,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,EXP_TRAVEL_EXPENDITURE,4494,0,0,969.9968847352025,0,5037.600178764223,0,200000,4494,0,0,969.9968847352025,0,5037.600178764223,0,200000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2017,INC_FAM_GOV_INCOME,4494,0,0,2455.0511793502446,0,4472.979945937261,0,35000,4494,0,0,2455.0511793502446,0,4472.979945937261,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_INTEREST_INCOME,4494,0,0,313.64040943480194,0,1803.6966420189312,0,35000,4494,0,0,313.64040943480194,0,1803.6966420189312,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_OTHER_INCOME,4494,0,0,330.4405874499332,0,2414.083231215781,0,65000,4494,0,0,330.4405874499332,0,2414.083231215781,0,65000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_RENT_INCOME,4494,0,0,261.4597240765465,0,3030.2020356128983,0,85000,4494,0,0,261.4597240765465,0,3030.2020356128983,0,85000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,4494,0,0,56234.64619492657,49750,37764.232862365156,0,226000,4494,0,0,56234.64619492657,49750,37764.232862365156,0,226000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_TOTAL_DERIVED_INCOME,4494,0,0,56234.64619492657,49750,37764.232862365156,0,226000,4494,0,0,56234.64619492657,49750,37764.232862365156,0,226000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_TRANSFER_INCOME,4494,0,0,240.5429461504228,0,1675.783785727804,0,35000,4494,0,0,240.5429461504228,0,1675.783785727804,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_FAM_WORK_INCOME,4494,0,0,52633.51134846462,45000,37154.09467623962,0,175000,4494,0,0,52633.51134846462,45000,37154.09467623962,0,175000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_PERS_GOV_INCOME,4494,0,0,1632.7325322652423,0,3692.199024970944,0,35000,4494,0,0,1632.7325322652423,0,3692.199024970944,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_PERS_INTEREST_INCOME,4494,0,0,243.65821094793057,0,1705.8437847025002,0,35000,4494,0,0,243.65821094793057,0,1705.8437847025002,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_PERS_OTHER_INCOME,4494,0,0,329.884290164664,0,2432.81394574235,0,65000,4494,0,0,329.884290164664,0,2432.81394574235,0,65000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_PERS_RENT_INCOME,4494,0,0,198.04183355585224,0,2541.6075906642563,0,85000,4494,0,0,198.04183355585224,0,2541.6075906642563,0,85000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_PERS_TRANSFER_INCOME,4494,0,0,202.26969292389853,0,1303.971646207673,0,35000,4494,0,0,202.26969292389853,0,1303.971646207673,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2017,INC_PERS_WORK_INCOME,4494,0,0,28559.746328437916,27500,21329.26404232731,0,175000,4494,0,0,28559.746328437916,27500,21329.26404232731,0,175000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,EXP_ALCOHOL_EXPENDITURE,4392,0,0,2134.22131147541,750,3272.9360439413786,0,35000,4392,0,0,2134.22131147541,750,3272.9360439413786,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_BOOKS_EXPENDITURE,4392,0,0,248.63387978142077,0,650.5768516264375,0,12500,4392,0,0,248.63387978142077,0,650.5768516264375,0,12500,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_CARE_EXPENDITURE,4392,0,0,454.6903460837887,0,3657.91191849636,0,100000,4392,0,0,454.6903460837887,0,3657.91191849636,0,100000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_CLEANING_EXPENDITURE,4392,0,0,70.81056466302368,0,1144.8773864937302,0,25000,4392,0,0,70.81056466302368,0,1144.8773864937302,0,25000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_CLOTHING_EXPENDITURE,4392,0,0,1565.1183970856102,500,2545.436619391096,0,55000,4392,0,0,1565.1183970856102,500,2545.436619391096,0,55000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_DINING_LODGING_EXPENDITURE,4392,0,0,3914.162112932605,1500,7708.251088786223,0,120000,4392,0,0,3914.162112932605,1500,7708.251088786223,0,120000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_EDU_TUITION_EXPENDITURE,4392,0,0,1591.120218579235,0,5023.179559087463,0,90000,4392,0,0,1591.120218579235,0,5023.179559087463,0,90000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_FOOD_EXPENDITURE,4392,0,0,11322.859744990892,8500,8661.229402216724,1500,75000,4392,0,0,11322.859744990892,8500,8661.229402216724,1500,75000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_FURNITURE_EXPENDITURE,4392,0,0,1490.323315118397,0,5920.040322299168,0,125000,4392,0,0,1490.323315118397,0,5920.040322299168,0,125000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_HOUSING_UTIL_EXPENDITURE,4392,0,0,5054.360200364299,2750,6528.72284950011,0,75000,4392,0,0,5054.360200364299,2750,6528.72284950011,0,75000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_LOAN_INTEREST_EXPENDITURE,4392,0,0,1962.6593806921676,0,7113.33209831917,0,100000,4392,0,0,1962.6593806921676,0,7113.33209831917,0,100000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_MEDICAL_EXPENDITURE,4392,0,0,2400.102459016394,750,4106.62953785883,0,35000,4392,0,0,2400.102459016394,750,4106.62953785883,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_OTHER_EXPENDITURE,4392,0,0,877.6183970856102,0,2479.7044497579313,0,100000,4392,0,0,877.6183970856102,0,2479.7044497579313,0,100000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_TAX_INS_GIFT_EXPENDITURE,4392,0,0,3908.2991803278687,2750,4349.271764508163,0,35000,4392,0,0,3908.2991803278687,2750,4349.271764508163,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_TOTAL_DERIVED_COMPLETE_EXPENDITURE,4392,0,0,43227.10610200364,36500,31742.8518377965,2250,308000,4392,0,0,43227.10610200364,36500,31742.8518377965,2250,308000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,EXP_TOTAL_DERIVED_EXPENDITURE,4392,0,0,43227.10610200364,36500,31742.8518377965,2250,308000,4392,0,0,43227.10610200364,36500,31742.8518377965,2250,308000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,EXP_TRANSPORT_COMM_EXPENDITURE,4392,0,0,5735.314207650274,4500,5370.291023888335,0,35000,4392,0,0,5735.314207650274,4500,5370.291023888335,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,EXP_TRAVEL_EXPENDITURE,4392,0,0,496.8123861566485,0,1906.7867960367284,0,50000,4392,0,0,496.8123861566485,0,1906.7867960367284,0,50000,TRUE,TRUE,TRUE,TRUE,0,0,TRUE
indigenous_analysis_sample,2021,INC_FAM_GOV_INCOME,4392,0,0,3606.671220400729,1500,5062.449327962475,0,35000,4392,0,0,3606.671220400729,1500,5062.449327962475,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_INTEREST_INCOME,4392,0,0,447.5182149362477,0,1943.9980537096417,0,35000,4392,0,0,447.5182149362477,0,1943.9980537096417,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_OTHER_INCOME,4392,0,0,799.1803278688525,0,5427.151076855892,0,75000,4392,0,0,799.1803278688525,0,5427.151076855892,0,75000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_RENT_INCOME,4392,0,0,435.4508196721312,0,3847.051662277086,0,55000,4392,0,0,435.4508196721312,0,3847.051662277086,0,55000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_TOTAL_DERIVED_COMPLETE_INCOME,4392,0,0,59409.83606557377,55000,38639.33399301564,0,222500,4392,0,0,59409.83606557377,55000,38639.33399301564,0,222500,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_TOTAL_DERIVED_INCOME,4392,0,0,59409.83606557377,55000,38639.33399301564,0,222500,4392,0,0,59409.83606557377,55000,38639.33399301564,0,222500,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_TRANSFER_INCOME,4392,0,0,311.8169398907104,0,1710.8317493580807,0,35000,4392,0,0,311.8169398907104,0,1710.8317493580807,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_FAM_WORK_INCOME,4392,0,0,53809.1985428051,45000,38084.76237440311,0,175000,4392,0,0,53809.1985428051,45000,38084.76237440311,0,175000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_PERS_GOV_INCOME,4392,0,0,1870.6739526411657,0,3644.081652141513,0,35000,4392,0,0,1870.6739526411657,0,3644.081652141513,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_PERS_INTEREST_INCOME,4392,0,0,286.88524590163934,0,1434.6403037770738,0,35000,4392,0,0,286.88524590163934,0,1434.6403037770738,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_PERS_OTHER_INCOME,4392,0,0,317.0537340619308,0,2569.4521628280786,0,55000,4392,0,0,317.0537340619308,0,2569.4521628280786,0,55000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_PERS_RENT_INCOME,4392,0,0,270.37795992714024,0,2935.877232567221,0,55000,4392,0,0,270.37795992714024,0,2935.877232567221,0,55000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_PERS_TRANSFER_INCOME,4392,0,0,192.62295081967213,0,1343.484745062469,0,35000,4392,0,0,192.62295081967213,0,1343.484745062469,0,35000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
indigenous_analysis_sample,2021,INC_PERS_WORK_INCOME,4392,0,0,29640.255009107463,27500,22432.654865341636,0,175000,4392,0,0,29640.255009107463,27500,22432.654865341636,0,175000,TRUE,TRUE,TRUE,TRUE,0,0,FALSE
