sample_definition,Survey Year,County,Sample N
full_sample,2002,枋寮鄉,54
full_sample,2002,林口鄉,52
full_sample,2002,林園鄉鳥松鄉,47
full_sample,2002,桃園市,53
full_sample,2002,桃源鄉,101
full_sample,2002,梧棲鎮,63
full_sample,2002,楊梅鎮,53
full_sample,2002,樹林市,52
full_sample,2002,水里鄉草屯鎮,52
full_sample,2002,永和市,43
full_sample,2002,永康市,59
full_sample,2002,汐止市,52
full_sample,2002,池上鄉,67
full_sample,2002,泰安鄉,112
full_sample,2002,泰山鄉,52
full_sample,2002,泰武鄉,91
full_sample,2002,海端鄉,97
full_sample,2002,淡水鎮,52
full_sample,2002,清水鎮沙鹿鎮,53
full_sample,2002,湖口鄉,49
full_sample,2002,滿州鄉,70
full_sample,2002,潭子鄉,51
full_sample,2002,潮州鎮,52
full_sample,2002,烏來鄉,60
full_sample,2002,烏日鄉霧峰鄉,40
full_sample,2002,牡丹鄉,155
full_sample,2002,獅子鄉,128
full_sample,2002,獅潭鄉,5
full_sample,2002,玉里鎮,237
full_sample,2002,瑞穗鄉,145
full_sample,2002,瑞芳鎮,52
full_sample,2002,瑪家鄉,164
full_sample,2002,神岡鄉,51
full_sample,2002,秀林鄉,353
full_sample,2002,竹北市新豐鄉,57
full_sample,2002,竹南鎮後龍鎮造橋鄉,52
full_sample,2002,竹東鎮,52
full_sample,2002,羅東鎮,51
full_sample,2002,臺東市,542
full_sample,2002,花蓮市,271
full_sample,2002,苗栗市,53
full_sample,2002,茂林鄉,46
full_sample,2002,萬巒鄉,60
full_sample,2002,萬榮鄉,190
full_sample,2002,蘆洲市,52
full_sample,2002,蘆竹鄉,52
full_sample,2002,蘇澳鎮,52
full_sample,2002,蘭嶼鄉,83
full_sample,2002,西屯區,52
full_sample,2002,觀音鄉,51
full_sample,2002,豐原市,52
full_sample,2002,豐濱鄉,131
full_sample,2002,達仁鄉,124
full_sample,2002,金峰鄉,82
full_sample,2002,長濱鄉,153
full_sample,2002,關山鎮,69
full_sample,2002,關西鎮,26
full_sample,2002,阿里山,105
full_sample,2002,霧臺鄉,79
full_sample,2002,頭份鎮,52
full_sample,2002,頭城礁溪員山鄉,44
full_sample,2002,魚池鄉,18
full_sample,2002,鳳山市,53
full_sample,2002,鳳林鎮,65
full_sample,2002,鶯歌鎮,53
full_sample,2002,鹿野鄉,78
full_sample,2002,龍井鄉,26
full_sample,2002,龍潭鄉,55
full_sample,2002,龜山鄉,52
full_sample,2006,七堵區,4
full_sample,2006,三地門鄉,83
full_sample,2006,三峽鎮,8
full_sample,2006,三星鄉,5
full_sample,2006,三民區,7
full_sample,2006,三民鄉,69
full_sample,2006,三義鄉,2
full_sample,2006,三芝鄉,2
full_sample,2006,三重市,34
full_sample,2006,中區,1
full_sample,2006,中和市,18
full_sample,2006,中埔鄉,2
full_sample,2006,中壢市,16
full_sample,2006,中寮鄉,1
full_sample,2006,中山區,25
full_sample,2006,中正區,13
full_sample,2006,九如鄉,1
full_sample,2006,二水鄉,1
full_sample,2006,五峰鄉,34
full_sample,2006,五結鄉,3
full_sample,2006,五股鄉,6
full_sample,2006,仁德鄉,10
full_sample,2006,仁愛鄉,171
full_sample,2006,來義鄉,57
full_sample,2006,信義區,11
full_sample,2006,信義鄉,145
full_sample,2006,光復鄉,76
full_sample,2006,內埔鄉,8
full_sample,2006,內湖區,15
full_sample,2006,八德市,14
full_sample,2006,公館鄉,1
full_sample,2006,六龜鄉,2
full_sample,2006,冬山鄉,2
full_sample,2006,前鎮區,26
full_sample,2006,北區,27
