桃園市,觀音區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2
桃園市,龍潭區,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
桃園市,龜山區,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2
臺中市,北區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
臺中市,北屯區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
臺中市,南屯區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
臺中市,后里區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
臺中市,和平區,0,0,1,1,1,1,1,1,1,1,1,2,2,6,9,12,12,12,12,12
臺中市,大肚區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
臺中市,太平區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2
臺中市,新社區,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
臺中市,東勢區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
臺中市,梧棲區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
臺中市,潭子區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
臺中市,豐原區,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
臺中市,霧峰區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
臺中市,龍井區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
臺北市,松山區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
臺南市,北區,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
臺南市,永康區,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
臺東縣,卑南鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,8,8,9,10
臺東縣,大武鄉,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,7,7,7,7
臺東縣,太麻里鄉,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,7,7,7,7,7
臺東縣,延平鄉,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,5,5,5,5
臺東縣,成功鎮,0,0,0,0,0,0,0,1,1,1,1,1,1,2,7,9,10,10,11,11
臺東縣,東河鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,5,5
臺東縣,池上鄉,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,8,8,8,8
臺東縣,海端鄉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,6,6
臺東縣,臺東市,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,16,17,17,17,17
臺東縣,蘭嶼鄉,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3
臺東縣,達仁鄉,0,0,0,0,0,0,0,0,1,1,1,1,2,5,6,7,7,7,7,7
臺東縣,金峰鄉,0,0,0,0,0,0,0,2,2,2,2,2,3,3,4,4,5,5,5,5
臺東縣,長濱鄉,0,0,0,0,0,0,0,1,1,1,2,2,3,6,8,11,11,11,11,11
臺東縣,關山鎮,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,4
臺東縣,鹿野鄉,0,0,0,0,0,0,0,0,1,1,1,1,1,4,4,5,5,5,5,5
花蓮縣,光復鄉,0,0,0,1,1,1,1,1,1,1,1,1,5,7,9,10,11,11,12,12
花蓮縣,卓溪鄉,0,0,0,0,1,1,1,1,1,1,1,1,2,3,6,6,7,7,7,7
花蓮縣,吉安鄉,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,7,11,11,11,11
花蓮縣,壽豐鄉,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,5,6,6,7
花蓮縣,富里鄉,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,4,4,4,5,5
花蓮縣,新城鄉,0,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3
花蓮縣,玉里鎮,0,3,3,4,4,5,5,5,5,5,5,5,7,9,10,14,15,15,15,15
花蓮縣,瑞穗鄉,0,0,0,1,1,1,1,1,1,1,1,2,2,3,6,9,11,11,11,11
花蓮縣,秀林鄉,0,0,0,1,1,1,1,2,2,2,3,3,3,4,9,12,15,15,15,15
花蓮縣,花蓮市,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,5,5,5,6
花蓮縣,萬榮鄉,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,6,7,7,7,7
花蓮縣,豐濱鄉,0,0,0,1,2,2,2,2,2,2,2,2,2,3,4,6,7,8,9,9
