ID,SOURCE_ID,SURVEY_TAG,DATA_Y
110::2449458,2449458,110,2021
110::2450387,2450387,110,2021
110::2450718,2450718,110,2021
110::2450783,2450783,110,2021
110::2450847,2450847,110,2021
110::2450880,2450880,110,2021
110::2450983,2450983,110,2021
110::2451249,2451249,110,2021
110::2451305,2451305,110,2021
110::2451306,2451306,110,2021
110::2451526,2451526,110,2021
110::2451529,2451529,110,2021
110::2451801,2451801,110,2021
110::2456847,2456847,110,2021
110::2456893,2456893,110,2021
110::2457104,2457104,110,2021
110::2457685,2457685,110,2021
110::2457920,2457920,110,2021
110::2458161,2458161,110,2021
110::2458240,2458240,110,2021
110::2460684,2460684,110,2021
110::2461218,2461218,110,2021
110::2461427,2461427,110,2021
110::2461578,2461578,110,2021
110::2461722,2461722,110,2021
110::2461886,2461886,110,2021
110::2462077,2462077,110,2021
110::2462247,2462247,110,2021
110::2462251,2462251,110,2021
110::2462379,2462379,110,2021
110::2462422,2462422,110,2021
110::2462583,2462583,110,2021
110::2462606,2462606,110,2021
110::2462615,2462615,110,2021
110::2462951,2462951,110,2021
110::2463032,2463032,110,2021
110::2463204,2463204,110,2021
110::2463437,2463437,110,2021
110::2463499,2463499,110,2021
110::2463541,2463541,110,2021
110::2463542,2463542,110,2021
110::2463550,2463550,110,2021
110::2463601,2463601,110,2021
110::2463676,2463676,110,2021
110::2463677,2463677,110,2021
110::2463711,2463711,110,2021
110::2463754,2463754,110,2021
110::2463857,2463857,110,2021
110::2463999,2463999,110,2021
110::2464072,2464072,110,2021
110::2464157,2464157,110,2021
110::2464920,2464920,110,2021
110::2465885,2465885,110,2021
110::2467880,2467880,110,2021
110::2469364,2469364,110,2021
110::3412383,3412383,110,2021
110::3413942,3413942,110,2021
110::3414216,3414216,110,2021
110::3416119,3416119,110,2021
110::3416827,3416827,110,2021
110::3416910,3416910,110,2021
110::3417005,3417005,110,2021
110::3418129,3418129,110,2021
110::3420342,3420342,110,2021
110::3420380,3420380,110,2021
110::3421377,3421377,110,2021
110::3421906,3421906,110,2021
110::3421980,3421980,110,2021
110::3423484,3423484,110,2021
110::3423902,3423902,110,2021
110::3425174,3425174,110,2021
110::3426737,3426737,110,2021
110::3427404,3427404,110,2021
110::3428136,3428136,110,2021
110::3428147,3428147,110,2021
110::3428998,3428998,110,2021
110::3430980,3430980,110,2021
110::3431093,3431093,110,2021
110::3431133,3431133,110,2021
110::3445877,3445877,110,2021
110::3448466,3448466,110,2021
110::3448758,3448758,110,2021
110::3450041,3450041,110,2021
110::3450357,3450357,110,2021
110::3450820,3450820,110,2021
110::3450859,3450859,110,2021
110::3451056,3451056,110,2021
110::3451297,3451297,110,2021
110::3451519,3451519,110,2021
110::3451910,3451910,110,2021
110::3456042,3456042,110,2021
110::3456479,3456479,110,2021
110::3456953,3456953,110,2021
110::3457919,3457919,110,2021
110::3458113,3458113,110,2021
110::3458171,3458171,110,2021
110::3458379,3458379,110,2021
110::3459594,3459594,110,2021
110::3460040,3460040,110,2021
110::3460085,3460085,110,2021
110::3460105,3460105,110,2021
110::3460176,3460176,110,2021
110::3460216,3460216,110,2021
110::3460542,3460542,110,2021
110::3460954,3460954,110,2021
110::3461375,3461375,110,2021
110::3461517,3461517,110,2021
110::3461588,3461588,110,2021
110::3461715,3461715,110,2021
110::3461746,3461746,110,2021
110::3461848,3461848,110,2021
110::3461897,3461897,110,2021
110::3462096,3462096,110,2021
110::3462272,3462272,110,2021
110::3462517,3462517,110,2021
110::3462654,3462654,110,2021
110::3462672,3462672,110,2021
110::3463206,3463206,110,2021
110::3463217,3463217,110,2021
110::3463403,3463403,110,2021
110::3464504,3464504,110,2021
110::3465048,3465048,110,2021
110::3465408,3465408,110,2021
110::3467000,3467000,110,2021
110::3467938,3467938,110,2021
110::3468397,3468397,110,2021
110::3468771,3468771,110,2021
110::3469788,3469788,110,2021
110::3470933,3470933,110,2021
110::3471138,3471138,110,2021
110::4415796,4415796,110,2021
110::4417011,4417011,110,2021
110::4418011,4418011,110,2021
110::4419143,4419143,110,2021
110::4419421,4419421,110,2021
110::4419426,4419426,110,2021
110::4419607,4419607,110,2021
110::4420828,4420828,110,2021
110::4420975,4420975,110,2021
110::4421074,4421074,110,2021
110::4421297,4421297,110,2021
110::4421520,4421520,110,2021
110::4421955,4421955,110,2021
110::4422076,4422076,110,2021
110::4422107,4422107,110,2021
110::4423913,4423913,110,2021
110::4425575,4425575,110,2021
110::4426003,4426003,110,2021
110::4426991,4426991,110,2021
110::4427188,4427188,110,2021
110::4431331,4431331,110,2021
110::4432001,4432001,110,2021
110::4445866,4445866,110,2021
110::4448037,4448037,110,2021
110::4448368,4448368,110,2021
110::4449306,4449306,110,2021
110::4450160,4450160,110,2021
110::4450169,4450169,110,2021
110::4450655,4450655,110,2021
110::4450700,4450700,110,2021
110::4455688,4455688,110,2021
110::4456070,4456070,110,2021
110::4456988,4456988,110,2021
110::4457113,4457113,110,2021
110::4457261,4457261,110,2021
110::4457278,4457278,110,2021
110::4457933,4457933,110,2021
110::4458250,4458250,110,2021
110::4458328,4458328,110,2021
110::4458642,4458642,110,2021
110::4459062,4459062,110,2021
110::4459508,4459508,110,2021
110::4460357,4460357,110,2021
110::4460405,4460405,110,2021
110::4461170,4461170,110,2021
110::4461496,4461496,110,2021
110::4461554,4461554,110,2021
110::4461570,4461570,110,2021
110::4461619,4461619,110,2021
110::4461710,4461710,110,2021
110::4461902,4461902,110,2021
110::4462052,4462052,110,2021
110::4462241,4462241,110,2021
110::4462299,4462299,110,2021
110::4462417,4462417,110,2021
110::4462584,4462584,110,2021
110::4462665,4462665,110,2021
110::4462723,4462723,110,2021
110::4462736,4462736,110,2021
110::4463135,4463135,110,2021
110::4463144,4463144,110,2021
110::4463308,4463308,110,2021
110::4463364,4463364,110,2021
110::4463775,4463775,110,2021
110::4464002,4464002,110,2021
110::4464156,4464156,110,2021
110::4464853,4464853,110,2021
110::4465400,4465400,110,2021
110::4465458,4465458,110,2021
110::4465715,4465715,110,2021
110::4465941,4465941,110,2021
110::4466388,4466388,110,2021
110::4467625,4467625,110,2021
110::4467652,4467652,110,2021
110::4468348,4468348,110,2021
110::4468659,4468659,110,2021
110::4469666,4469666,110,2021
110::5418611,5418611,110,2021
110::5418808,5418808,110,2021
110::5422347,5422347,110,2021
110::5423915,5423915,110,2021
110::5427114,5427114,110,2021
110::5427269,5427269,110,2021
110::5427585,5427585,110,2021
110::5428750,5428750,110,2021
110::5430106,5430106,110,2021
110::5430953,5430953,110,2021
110::5432746,5432746,110,2021
110::5432932,5432932,110,2021
110::5433061,5433061,110,2021
110::5440158,5440158,110,2021
110::5442662,5442662,110,2021
110::5443357,5443357,110,2021
110::5443633,5443633,110,2021
110::5444422,5444422,110,2021
110::5444702,5444702,110,2021
110::5445777,5445777,110,2021
110::5445880,5445880,110,2021
110::5446017,5446017,110,2021
110::5446285,5446285,110,2021
110::5446305,5446305,110,2021
110::5446373,5446373,110,2021
110::5446400,5446400,110,2021
110::5447021,5447021,110,2021
110::5447207,5447207,110,2021
110::5447231,5447231,110,2021
110::5447313,5447313,110,2021
110::5448033,5448033,110,2021
110::5448161,5448161,110,2021
110::5448264,5448264,110,2021
110::5448668,5448668,110,2021
110::5448681,5448681,110,2021
110::5448731,5448731,110,2021
110::5449061,5449061,110,2021
110::5449332,5449332,110,2021
110::5449478,5449478,110,2021
110::5449592,5449592,110,2021
110::5449848,5449848,110,2021
110::5450456,5450456,110,2021
110::5450659,5450659,110,2021
110::5450831,5450831,110,2021
110::5451004,5451004,110,2021
110::5451013,5451013,110,2021
110::5451027,5451027,110,2021
110::5451452,5451452,110,2021
110::5451505,5451505,110,2021
110::5451854,5451854,110,2021
110::5451938,5451938,110,2021
110::5451956,5451956,110,2021
110::5452119,5452119,110,2021
110::5452144,5452144,110,2021
110::5453803,5453803,110,2021
110::5453955,5453955,110,2021
110::5453983,5453983,110,2021
110::5454090,5454090,110,2021
110::5454453,5454453,110,2021
110::5456787,5456787,110,2021
110::5456796,5456796,110,2021
110::5457586,5457586,110,2021
110::5458899,5458899,110,2021
110::5459302,5459302,110,2021
110::5459315,5459315,110,2021
110::5459563,5459563,110,2021
110::5460005,5460005,110,2021
110::5464309,5464309,110,2021
110::5465909,5465909,110,2021
110::5466625,5466625,110,2021
110::5467587,5467587,110,2021
110::5467624,5467624,110,2021
110::5467634,5467634,110,2021
110::5471118,5471118,110,2021
110::6416908,6416908,110,2021
110::6417920,6417920,110,2021
110::6418699,6418699,110,2021
110::6423255,6423255,110,2021
110::6423707,6423707,110,2021
110::6424250,6424250,110,2021
110::6425472,6425472,110,2021
110::6427604,6427604,110,2021
110::6428506,6428506,110,2021
110::6429514,6429514,110,2021
110::6431750,6431750,110,2021
110::6439885,6439885,110,2021
110::6441821,6441821,110,2021
110::6443351,6443351,110,2021
110::6443704,6443704,110,2021
110::6443880,6443880,110,2021
110::6444335,6444335,110,2021
110::6445768,6445768,110,2021
110::6445781,6445781,110,2021
110::6445793,6445793,110,2021
110::6445940,6445940,110,2021
110::6446016,6446016,110,2021
110::6446237,6446237,110,2021
110::6446309,6446309,110,2021
110::6446610,6446610,110,2021
110::6446813,6446813,110,2021
110::6447076,6447076,110,2021
110::6447273,6447273,110,2021
110::6447358,6447358,110,2021
110::6447780,6447780,110,2021
110::6448237,6448237,110,2021
110::6448265,6448265,110,2021
110::6448533,6448533,110,2021
110::6448565,6448565,110,2021
110::6448689,6448689,110,2021
110::6449436,6449436,110,2021
110::6449643,6449643,110,2021
110::6449738,6449738,110,2021
110::6449858,6449858,110,2021
110::6449995,6449995,110,2021
110::6450180,6450180,110,2021
110::6450263,6450263,110,2021
110::6450293,6450293,110,2021
110::6450741,6450741,110,2021
110::6450763,6450763,110,2021
110::6450811,6450811,110,2021
110::6451105,6451105,110,2021
110::6451153,6451153,110,2021
110::6451768,6451768,110,2021
110::6451831,6451831,110,2021
110::6451976,6451976,110,2021
110::6452326,6452326,110,2021
110::6452407,6452407,110,2021
110::6452414,6452414,110,2021
110::6453384,6453384,110,2021
110::6453562,6453562,110,2021
110::6454785,6454785,110,2021
110::6454837,6454837,110,2021
110::6455058,6455058,110,2021
110::6456673,6456673,110,2021
110::6457430,6457430,110,2021
110::6458512,6458512,110,2021
110::6458517,6458517,110,2021
110::6458977,6458977,110,2021
110::6459023,6459023,110,2021
110::6459030,6459030,110,2021
110::6459491,6459491,110,2021
110::6460240,6460240,110,2021
110::6460459,6460459,110,2021
110::6464463,6464463,110,2021
110::6465502,6465502,110,2021
110::6466285,6466285,110,2021
110::6468689,6468689,110,2021
110::6470982,6470982,110,2021
110::7409813,7409813,110,2021
110::7411007,7411007,110,2021
110::7411171,7411171,110,2021
110::7411174,7411174,110,2021
110::7413461,7413461,110,2021
110::7414731,7414731,110,2021
110::7415105,7415105,110,2021
110::7417222,7417222,110,2021
110::7417792,7417792,110,2021
110::7419835,7419835,110,2021
110::7419952,7419952,110,2021
110::7420375,7420375,110,2021
110::7421390,7421390,110,2021
110::7421891,7421891,110,2021
110::7422518,7422518,110,2021
110::7423528,7423528,110,2021
110::7430635,7430635,110,2021
110::7440140,7440140,110,2021
110::7441528,7441528,110,2021
110::7442619,7442619,110,2021
110::7444779,7444779,110,2021
110::7444926,7444926,110,2021
110::7445513,7445513,110,2021
110::7445778,7445778,110,2021
110::7446141,7446141,110,2021
110::7446282,7446282,110,2021
110::7446435,7446435,110,2021
110::7446497,7446497,110,2021
110::7447418,7447418,110,2021
110::7447851,7447851,110,2021
110::7448020,7448020,110,2021
110::7448038,7448038,110,2021
110::7448333,7448333,110,2021
110::7448413,7448413,110,2021
110::7448554,7448554,110,2021
110::7449272,7449272,110,2021
110::7449301,7449301,110,2021
110::7449326,7449326,110,2021
110::7449331,7449331,110,2021
110::7449545,7449545,110,2021
110::7449582,7449582,110,2021
110::7449610,7449610,110,2021
110::7449818,7449818,110,2021
110::7450289,7450289,110,2021
110::7450339,7450339,110,2021
110::7450388,7450388,110,2021
110::7450473,7450473,110,2021
110::7450488,7450488,110,2021
110::7451030,7451030,110,2021
110::7451151,7451151,110,2021
110::7451552,7451552,110,2021
110::7451577,7451577,110,2021
110::7451662,7451662,110,2021
110::7451737,7451737,110,2021
110::7452259,7452259,110,2021
110::7452910,7452910,110,2021
110::7453393,7453393,110,2021
110::7453472,7453472,110,2021
110::7453759,7453759,110,2021
110::7453873,7453873,110,2021
110::7453913,7453913,110,2021
110::7453964,7453964,110,2021
110::7454422,7454422,110,2021
110::7454803,7454803,110,2021
110::7455032,7455032,110,2021
110::7455114,7455114,110,2021
110::7455629,7455629,110,2021
110::7455748,7455748,110,2021
110::7457587,7457587,110,2021
110::7457643,7457643,110,2021
110::7458180,7458180,110,2021
110::7459099,7459099,110,2021
110::7461149,7461149,110,2021
110::7463942,7463942,110,2021
110::7464324,7464324,110,2021
110::7464343,7464343,110,2021
110::7465366,7465366,110,2021
110::7466620,7466620,110,2021
110::7467856,7467856,110,2021
110::7471250,7471250,110,2021
110::8411672,8411672,110,2021
110::8412578,8412578,110,2021
110::8414052,8414052,110,2021
110::8415333,8415333,110,2021
110::8416103,8416103,110,2021
110::8416207,8416207,110,2021
110::8417753,8417753,110,2021
110::8420026,8420026,110,2021
110::8421292,8421292,110,2021
110::8422247,8422247,110,2021
110::8424069,8424069,110,2021
110::8424085,8424085,110,2021
110::8426848,8426848,110,2021
110::8427817,8427817,110,2021
110::8428106,8428106,110,2021
110::8430934,8430934,110,2021
110::8430969,8430969,110,2021
110::8432210,8432210,110,2021
110::8434482,8434482,110,2021
110::8434507,8434507,110,2021
110::8435179,8435179,110,2021
110::8435482,8435482,110,2021
110::8435607,8435607,110,2021
110::8435761,8435761,110,2021
110::8435928,8435928,110,2021
110::8436524,8436524,110,2021
110::8436630,8436630,110,2021
110::8443347,8443347,110,2021
110::8443447,8443447,110,2021
110::8443548,8443548,110,2021
110::8443805,8443805,110,2021
110::8444511,8444511,110,2021
110::8444709,8444709,110,2021
110::8445643,8445643,110,2021
110::8446180,8446180,110,2021
110::8446225,8446225,110,2021
110::8446281,8446281,110,2021
110::8446291,8446291,110,2021
110::8446341,8446341,110,2021
110::8446462,8446462,110,2021
110::8446609,8446609,110,2021
110::8446963,8446963,110,2021
110::8447481,8447481,110,2021
110::8447612,8447612,110,2021
110::8447874,8447874,110,2021
110::8448185,8448185,110,2021
110::8448215,8448215,110,2021
110::8448340,8448340,110,2021
110::8448404,8448404,110,2021
110::8448495,8448495,110,2021
110::8448638,8448638,110,2021
110::8448767,8448767,110,2021
110::8448930,8448930,110,2021
110::8449397,8449397,110,2021
110::8449732,8449732,110,2021
110::8450127,8450127,110,2021
110::8450288,8450288,110,2021
110::8450728,8450728,110,2021
110::8450914,8450914,110,2021
110::8451743,8451743,110,2021
110::8451822,8451822,110,2021
110::8452035,8452035,110,2021
110::8452195,8452195,110,2021
110::8452444,8452444,110,2021
110::8452928,8452928,110,2021
110::8452985,8452985,110,2021
110::8454432,8454432,110,2021
110::8454751,8454751,110,2021
110::8454965,8454965,110,2021
110::8456498,8456498,110,2021
110::8456809,8456809,110,2021
110::8457463,8457463,110,2021
110::8457791,8457791,110,2021
110::8457930,8457930,110,2021
110::8458302,8458302,110,2021
110::8458959,8458959,110,2021
110::8459027,8459027,110,2021
110::8459293,8459293,110,2021
110::8459421,8459421,110,2021
110::8459791,8459791,110,2021
110::8459980,8459980,110,2021
110::8459993,8459993,110,2021
110::8460137,8460137,110,2021
110::8460234,8460234,110,2021
110::8464292,8464292,110,2021
110::8464333,8464333,110,2021
110::8465965,8465965,110,2021
110::8466371,8466371,110,2021
110::8467747,8467747,110,2021
110::8468542,8468542,110,2021
110::8469479,8469479,110,2021
110::8470789,8470789,110,2021
110::9410978,9410978,110,2021
110::9411620,9411620,110,2021
110::9412549,9412549,110,2021
110::9416904,9416904,110,2021
110::9416920,9416920,110,2021
110::9417861,9417861,110,2021
110::9417982,9417982,110,2021
110::9419498,9419498,110,2021
110::9420568,9420568,110,2021
110::9420644,9420644,110,2021
110::9420801,9420801,110,2021
110::9421565,9421565,110,2021
110::9422322,9422322,110,2021
110::9423371,9423371,110,2021
110::9423536,9423536,110,2021
110::9423711,9423711,110,2021
110::9423805,9423805,110,2021
110::9424253,9424253,110,2021
110::9426761,9426761,110,2021
110::9426974,9426974,110,2021
110::9427151,9427151,110,2021
110::9427225,9427225,110,2021
110::9427634,9427634,110,2021
110::9427849,9427849,110,2021
110::9428735,9428735,110,2021
110::9429169,9429169,110,2021
110::9430860,9430860,110,2021
110::9433352,9433352,110,2021
110::9435055,9435055,110,2021
110::9435172,9435172,110,2021
110::9436150,9436150,110,2021
110::9436327,9436327,110,2021
110::9436381,9436381,110,2021
110::9442418,9442418,110,2021
110::9442459,9442459,110,2021
110::9443067,9443067,110,2021
110::9443073,9443073,110,2021
110::9444817,9444817,110,2021
110::9445544,9445544,110,2021
110::9445730,9445730,110,2021
110::9445742,9445742,110,2021
110::9445944,9445944,110,2021
110::9446025,9446025,110,2021
110::9446239,9446239,110,2021
110::9446563,9446563,110,2021
110::9446586,9446586,110,2021
110::9446712,9446712,110,2021
110::9446748,9446748,110,2021
110::9446858,9446858,110,2021
110::9447224,9447224,110,2021
110::9448473,9448473,110,2021
110::9448510,9448510,110,2021
110::9448751,9448751,110,2021
110::9449262,9449262,110,2021
110::9449292,9449292,110,2021
110::9449294,9449294,110,2021
110::9449380,9449380,110,2021
110::9449414,9449414,110,2021
110::9449482,9449482,110,2021
110::9449597,9449597,110,2021
110::9449648,9449648,110,2021
110::9449850,9449850,110,2021
110::9450145,9450145,110,2021
110::9450429,9450429,110,2021
110::9450945,9450945,110,2021
110::9451241,9451241,110,2021
110::9451507,9451507,110,2021
110::9451725,9451725,110,2021
110::9451761,9451761,110,2021
110::9451906,9451906,110,2021
110::9453612,9453612,110,2021
110::9453754,9453754,110,2021
110::9453777,9453777,110,2021
110::9454486,9454486,110,2021
110::9454579,9454579,110,2021
110::9455778,9455778,110,2021
110::9456176,9456176,110,2021
110::9456177,9456177,110,2021
110::9456830,9456830,110,2021
110::9457306,9457306,110,2021
110::9457636,9457636,110,2021
110::9457697,9457697,110,2021
110::9458288,9458288,110,2021
110::9458382,9458382,110,2021
110::9458903,9458903,110,2021
110::9459016,9459016,110,2021
110::9460316,9460316,110,2021
110::9460419,9460419,110,2021
110::9460538,9460538,110,2021
110::9460808,9460808,110,2021
110::9460893,9460893,110,2021
110::9463971,9463971,110,2021
110::9464342,9464342,110,2021
110::9465196,9465196,110,2021
110::9466018,9466018,110,2021
110::9466175,9466175,110,2021
110::9466230,9466230,110,2021
110::9466251,9466251,110,2021
110::9468601,9468601,110,2021
110::9470881,9470881,110,2021
110::9471067,9471067,110,2021
110::1376239,1376239,110,2021
110::1376250,1376250,110,2021
110::1376256,1376256,110,2021
110::1376317,1376317,110,2021
110::1376332,1376332,110,2021
110::1376351,1376351,110,2021
110::1376374,1376374,110,2021
110::1376449,1376449,110,2021
110::1376472,1376472,110,2021
110::1376475,1376475,110,2021
110::1376636,1376636,110,2021
110::1376695,1376695,110,2021
110::1376808,1376808,110,2021
110::1376984,1376984,110,2021
110::1376995,1376995,110,2021
110::1377019,1377019,110,2021
110::1377062,1377062,110,2021
110::1377085,1377085,110,2021
110::1377147,1377147,110,2021
110::1377156,1377156,110,2021
110::1377170,1377170,110,2021
110::1377189,1377189,110,2021
110::1377215,1377215,110,2021
110::1377221,1377221,110,2021
110::1377270,1377270,110,2021
110::1377285,1377285,110,2021
110::1377354,1377354,110,2021
110::1377500,1377500,110,2021
110::1377536,1377536,110,2021
110::1377538,1377538,110,2021
110::1377546,1377546,110,2021
110::1377618,1377618,110,2021
110::1377863,1377863,110,2021
110::1377912,1377912,110,2021
110::1377943,1377943,110,2021
110::1377948,1377948,110,2021
110::1378050,1378050,110,2021
110::1378064,1378064,110,2021
110::1378077,1378077,110,2021
110::1378305,1378305,110,2021
110::1378361,1378361,110,2021
110::1378411,1378411,110,2021
110::1378414,1378414,110,2021
110::1378575,1378575,110,2021
110::1378658,1378658,110,2021
110::1378778,1378778,110,2021
110::1378926,1378926,110,2021
110::1380150,1380150,110,2021
110::1380720,1380720,110,2021
110::1380945,1380945,110,2021
110::1381018,1381018,110,2021
110::1381065,1381065,110,2021
110::1381139,1381139,110,2021
110::1381158,1381158,110,2021
110::1381170,1381170,110,2021
110::1381615,1381615,110,2021
110::1381702,1381702,110,2021
110::1381841,1381841,110,2021
110::1382068,1382068,110,2021
110::1382103,1382103,110,2021
110::1385160,1385160,110,2021
110::1385167,1385167,110,2021
110::1385197,1385197,110,2021
110::1385217,1385217,110,2021
110::1385325,1385325,110,2021
110::1385327,1385327,110,2021
110::1385387,1385387,110,2021
110::1385390,1385390,110,2021
110::1385580,1385580,110,2021
110::1385614,1385614,110,2021
110::1385615,1385615,110,2021
110::1385710,1385710,110,2021
110::1385721,1385721,110,2021
110::1385772,1385772,110,2021
110::1385788,1385788,110,2021
110::1385810,1385810,110,2021
110::1385832,1385832,110,2021
110::1385909,1385909,110,2021
110::1386076,1386076,110,2021
110::1386140,1386140,110,2021
110::1386264,1386264,110,2021
110::1386295,1386295,110,2021
110::1386298,1386298,110,2021
110::1386301,1386301,110,2021
110::1386393,1386393,110,2021
110::1386453,1386453,110,2021
110::1386576,1386576,110,2021
110::1386640,1386640,110,2021
110::1388104,1388104,110,2021
110::1388107,1388107,110,2021
110::1388176,1388176,110,2021
110::1388291,1388291,110,2021
110::1388394,1388394,110,2021
110::1388548,1388548,110,2021
110::1389184,1389184,110,2021
110::1392349,1392349,110,2021
110::1392409,1392409,110,2021
110::1392470,1392470,110,2021
110::1392689,1392689,110,2021
110::1392700,1392700,110,2021
110::1392808,1392808,110,2021
110::1392818,1392818,110,2021
110::1392876,1392876,110,2021
110::1392947,1392947,110,2021
110::1393004,1393004,110,2021
110::1393017,1393017,110,2021
110::1393103,1393103,110,2021
110::1393133,1393133,110,2021
110::1393305,1393305,110,2021
110::1393506,1393506,110,2021
110::1395677,1395677,110,2021
110::1395870,1395870,110,2021
110::1396062,1396062,110,2021
110::1396149,1396149,110,2021
110::1396201,1396201,110,2021
110::1396342,1396342,110,2021
110::1396551,1396551,110,2021
110::1396674,1396674,110,2021
110::1396936,1396936,110,2021
110::1397267,1397267,110,2021
110::1397443,1397443,110,2021
110::1397464,1397464,110,2021
110::1397540,1397540,110,2021
110::1397546,1397546,110,2021
110::1397563,1397563,110,2021
110::1397711,1397711,110,2021
110::1397729,1397729,110,2021
110::1397825,1397825,110,2021
110::1397942,1397942,110,2021
110::1398033,1398033,110,2021
110::1398054,1398054,110,2021
110::1398089,1398089,110,2021
110::1398213,1398213,110,2021
110::1398463,1398463,110,2021
110::1398789,1398789,110,2021
110::1398998,1398998,110,2021
110::1399112,1399112,110,2021
110::1399149,1399149,110,2021
110::1399204,1399204,110,2021
110::1399242,1399242,110,2021
110::1399370,1399370,110,2021
110::1399589,1399589,110,2021
110::1400209,1400209,110,2021
110::1401057,1401057,110,2021
110::1401276,1401276,110,2021
110::1402254,1402254,110,2021
110::1402514,1402514,110,2021
110::2376170,2376170,110,2021
110::2376214,2376214,110,2021
110::2376245,2376245,110,2021
110::2376333,2376333,110,2021
110::2376334,2376334,110,2021
110::2376337,2376337,110,2021
110::2376397,2376397,110,2021
110::2376553,2376553,110,2021
110::2376575,2376575,110,2021
110::2376967,2376967,110,2021
110::2377086,2377086,110,2021
110::2377118,2377118,110,2021
110::2377127,2377127,110,2021
110::2377240,2377240,110,2021
110::2377259,2377259,110,2021
110::2377303,2377303,110,2021
110::2377396,2377396,110,2021
110::2377835,2377835,110,2021
110::2378288,2378288,110,2021
110::2378311,2378311,110,2021
110::2378356,2378356,110,2021
110::2378730,2378730,110,2021
110::2378742,2378742,110,2021
110::2378760,2378760,110,2021
110::2378783,2378783,110,2021
110::2378909,2378909,110,2021
110::2379077,2379077,110,2021
110::2380405,2380405,110,2021
110::2380588,2380588,110,2021
110::2380984,2380984,110,2021
110::2381144,2381144,110,2021
110::2381164,2381164,110,2021
110::2381236,2381236,110,2021
110::2381527,2381527,110,2021
110::2381617,2381617,110,2021
110::2381755,2381755,110,2021
110::2381777,2381777,110,2021
110::2382010,2382010,110,2021
110::2382052,2382052,110,2021
110::2382346,2382346,110,2021
110::2385398,2385398,110,2021
110::2385401,2385401,110,2021
110::2385421,2385421,110,2021
110::2385487,2385487,110,2021
110::2385689,2385689,110,2021
110::2385799,2385799,110,2021
110::2385839,2385839,110,2021
110::2385883,2385883,110,2021
110::2385970,2385970,110,2021
110::2385984,2385984,110,2021
110::2386165,2386165,110,2021
110::2386273,2386273,110,2021
110::2386302,2386302,110,2021
110::2386392,2386392,110,2021
110::2386464,2386464,110,2021
110::2386476,2386476,110,2021
110::2386589,2386589,110,2021
110::2386618,2386618,110,2021
110::2388338,2388338,110,2021
110::2388491,2388491,110,2021
110::2388535,2388535,110,2021
110::2388598,2388598,110,2021
110::2388667,2388667,110,2021
110::2388848,2388848,110,2021
110::2388863,2388863,110,2021
110::2389170,2389170,110,2021
110::2389267,2389267,110,2021
110::2392577,2392577,110,2021
110::2392682,2392682,110,2021
110::2392683,2392683,110,2021
110::2392889,2392889,110,2021
110::2392928,2392928,110,2021
110::2392990,2392990,110,2021
110::2392997,2392997,110,2021
110::2393027,2393027,110,2021
110::2393042,2393042,110,2021
110::2393064,2393064,110,2021
110::2393069,2393069,110,2021
110::2393093,2393093,110,2021
110::2393267,2393267,110,2021
110::2393301,2393301,110,2021
110::2393337,2393337,110,2021
110::2395494,2395494,110,2021
110::2395626,2395626,110,2021
110::2396123,2396123,110,2021
110::2396565,2396565,110,2021
110::2397435,2397435,110,2021
110::2397653,2397653,110,2021
110::2397706,2397706,110,2021
110::2397794,2397794,110,2021
110::2397802,2397802,110,2021
110::2397873,2397873,110,2021
110::2398459,2398459,110,2021
110::2398661,2398661,110,2021
110::2398891,2398891,110,2021
110::2399144,2399144,110,2021
110::2399441,2399441,110,2021
110::2399583,2399583,110,2021
110::2399634,2399634,110,2021
110::2400177,2400177,110,2021
110::2400189,2400189,110,2021
110::2401692,2401692,110,2021
110::2401965,2401965,110,2021
110::3376168,3376168,110,2021
110::3376174,3376174,110,2021
110::3376246,3376246,110,2021
110::3376259,3376259,110,2021
110::3376428,3376428,110,2021
110::3376453,3376453,110,2021
110::3376503,3376503,110,2021
110::3376511,3376511,110,2021
110::3376557,3376557,110,2021
110::3378078,3378078,110,2021
110::3381159,3381159,110,2021
110::3381965,3381965,110,2021
110::3385199,3385199,110,2021
110::3385733,3385733,110,2021
110::3386039,3386039,110,2021
110::3386299,3386299,110,2021
110::3386314,3386314,110,2021
110::3386604,3386604,110,2021
110::3388028,3388028,110,2021
110::3388334,3388334,110,2021
110::3388512,3388512,110,2021
110::3388540,3388540,110,2021
110::3388576,3388576,110,2021
110::3388743,3388743,110,2021
110::3389067,3389067,110,2021
110::3395186,3395186,110,2021
110::3395300,3395300,110,2021
110::3395409,3395409,110,2021
110::3395567,3395567,110,2021
110::3395839,3395839,110,2021
110::3395975,3395975,110,2021
110::3396278,3396278,110,2021
110::3396997,3396997,110,2021
110::3397656,3397656,110,2021
110::3398098,3398098,110,2021
110::3398388,3398388,110,2021
110::3398603,3398603,110,2021
110::3398773,3398773,110,2021
110::3399346,3399346,110,2021
110::3399385,3399385,110,2021
110::3399476,3399476,110,2021
110::3399653,3399653,110,2021
110::3400061,3400061,110,2021
110::3400394,3400394,110,2021
110::3401586,3401586,110,2021
110::3402309,3402309,110,2021
110::3402648,3402648,110,2021
110::3402719,3402719,110,2021
110::4376220,4376220,110,2021
110::4376255,4376255,110,2021
110::4376502,4376502,110,2021
110::4378299,4378299,110,2021
110::4378444,4378444,110,2021
