sample_definition,Survey Year,City,County,Sample N
full_sample,2014,新竹縣,橫山鄉,2
full_sample,2014,新竹縣,湖口鄉,6
full_sample,2014,新竹縣,竹北市,15
full_sample,2014,新竹縣,竹東鎮,31
full_sample,2014,新竹縣,關西鎮,8
full_sample,2014,桃園縣,中壢市,25
full_sample,2014,桃園縣,八德市,28
full_sample,2014,桃園縣,大溪鎮,31
full_sample,2014,桃園縣,平鎮市,62
full_sample,2014,桃園縣,復興鄉,46
full_sample,2014,桃園縣,桃園市,34
full_sample,2014,桃園縣,楊梅鎮,62
full_sample,2014,桃園縣,蘆竹鄉,36
full_sample,2014,桃園縣,觀音鄉,15
full_sample,2014,桃園縣,龍潭鄉,71
full_sample,2014,桃園縣,龜山鄉,82
full_sample,2014,澎湖縣,馬公市,50
full_sample,2014,臺中市,北屯區,45
full_sample,2014,臺中市,南區,22
full_sample,2014,臺中市,南屯區,40
full_sample,2014,臺中市,和平區,33
full_sample,2014,臺中市,大里區,2
full_sample,2014,臺中市,大雅區,52
full_sample,2014,臺中市,太平區,43
full_sample,2014,臺中市,梧棲區,8
full_sample,2014,臺中市,沙鹿區,2
full_sample,2014,臺中市,潭子區,14
full_sample,2014,臺中市,西區,14
full_sample,2014,臺中市,西屯區,13
full_sample,2014,臺中市,豐原區,7
full_sample,2014,臺中市,龍井區,40
full_sample,2014,臺北市,中山區,8
full_sample,2014,臺北市,中正區,5
full_sample,2014,臺北市,信義區,5
full_sample,2014,臺北市,內湖區,15
full_sample,2014,臺北市,北投區,4
full_sample,2014,臺北市,士林區,37
full_sample,2014,臺北市,大同區,33
full_sample,2014,臺北市,文山區,22
full_sample,2014,臺北市,松山區,16
full_sample,2014,臺北市,萬華區,43
full_sample,2014,臺南市,中西區,13
full_sample,2014,臺南市,南區,31
full_sample,2014,臺南市,安定區,2
full_sample,2014,臺南市,新營區,3
full_sample,2014,臺南市,東區,19
full_sample,2014,臺南市,永康區,31
full_sample,2014,臺東縣,卑南鄉,64
full_sample,2014,臺東縣,大武鄉,40
full_sample,2014,臺東縣,太麻里鄉,54
full_sample,2014,臺東縣,延平鄉,27
full_sample,2014,臺東縣,成功鎮,73
full_sample,2014,臺東縣,東河鄉,39
full_sample,2014,臺東縣,池上鄉,33
full_sample,2014,臺東縣,海端鄉,30
full_sample,2014,臺東縣,綠島鄉,4
full_sample,2014,臺東縣,臺東市,162
full_sample,2014,臺東縣,蘭嶼鄉,11
full_sample,2014,臺東縣,達仁鄉,52
full_sample,2014,臺東縣,金峰鄉,28
full_sample,2014,臺東縣,長濱鄉,38
full_sample,2014,臺東縣,關山鎮,26
full_sample,2014,臺東縣,鹿野鄉,34
full_sample,2014,花蓮縣,光復鄉,64
full_sample,2014,花蓮縣,卓溪鄉,40
full_sample,2014,花蓮縣,吉安鄉,147
full_sample,2014,花蓮縣,壽豐鄉,60
full_sample,2014,花蓮縣,富里鄉,18
full_sample,2014,花蓮縣,新城鄉,56
full_sample,2014,花蓮縣,玉里鎮,57
full_sample,2014,花蓮縣,瑞穗鄉,49
full_sample,2014,花蓮縣,秀林鄉,113
full_sample,2014,花蓮縣,花蓮市,122
full_sample,2014,花蓮縣,萬榮鄉,43
full_sample,2014,花蓮縣,豐濱鄉,36
full_sample,2014,花蓮縣,鳳林鎮,22
full_sample,2014,苗栗縣,南庄鄉,9
full_sample,2014,苗栗縣,泰安鄉,53
full_sample,2014,苗栗縣,獅潭鄉,1
full_sample,2014,苗栗縣,竹南鎮,19
full_sample,2014,苗栗縣,苗栗市,5
full_sample,2014,苗栗縣,通霄鎮,8
full_sample,2014,苗栗縣,頭份鎮,24
full_sample,2014,雲林縣,斗六市,40
full_sample,2014,雲林縣,虎尾鎮,11
full_sample,2014,雲林縣,麥寮鄉,1
full_sample,2014,高雄市,前鎮區,25
full_sample,2014,高雄市,大寮區,40
full_sample,2014,高雄市,大樹區,12
full_sample,2014,高雄市,小港區,59
full_sample,2014,高雄市,岡山區,30
full_sample,2014,高雄市,左營區,32
full_sample,2014,高雄市,桃源區,28
full_sample,2014,高雄市,楠梓區,12
full_sample,2014,高雄市,苓雅區,29
full_sample,2014,高雄市,茂林區,17
full_sample,2014,高雄市,那瑪夏區,19
full_sample,2014,高雄市,鳳山區,58
full_sample,2014,高雄市,鼓山區,12
full_sample,2017,南投縣,仁愛鄉,97
full_sample,2017,南投縣,信義鄉,89
full_sample,2017,南投縣,南投市,17
full_sample,2017,南投縣,埔里鎮,35
full_sample,2017,南投縣,草屯鎮,17
full_sample,2017,南投縣,魚池鄉,6
full_sample,2017,嘉義市,東區,37
full_sample,2017,嘉義縣,中埔鄉,14
full_sample,2017,嘉義縣,太保市,6
full_sample,2017,嘉義縣,民雄鄉,7
full_sample,2017,嘉義縣,阿里山鄉,27
full_sample,2017,基隆市,七堵區,10
full_sample,2017,基隆市,中正區,44
full_sample,2017,基隆市,仁愛區,10
full_sample,2017,基隆市,暖暖區,21
full_sample,2017,宜蘭縣,五結鄉,8
full_sample,2017,宜蘭縣,冬山鄉,4
full_sample,2017,宜蘭縣,南澳鄉,61
full_sample,2017,宜蘭縣,員山鄉,20
full_sample,2017,宜蘭縣,壯圍鄉,1
full_sample,2017,宜蘭縣,大同鄉,28
full_sample,2017,宜蘭縣,宜蘭市,38
full_sample,2017,宜蘭縣,礁溪鄉,1
full_sample,2017,宜蘭縣,羅東鎮,9
full_sample,2017,宜蘭縣,蘇澳鎮,4
full_sample,2017,屏東縣,三地門鄉,54
full_sample,2017,屏東縣,來義鄉,65
full_sample,2017,屏東縣,屏東市,58
full_sample,2017,屏東縣,春日鄉,46
full_sample,2017,屏東縣,枋寮鄉,9
full_sample,2017,屏東縣,泰武鄉,31
full_sample,2017,屏東縣,滿州鄉,22
full_sample,2017,屏東縣,潮州鎮,49
full_sample,2017,屏東縣,牡丹鄉,32
full_sample,2017,屏東縣,獅子鄉,24
full_sample,2017,屏東縣,瑪家鄉,52
full_sample,2017,屏東縣,萬巒鄉,6
full_sample,2017,屏東縣,長治鄉,24
full_sample,2017,屏東縣,霧臺鄉,5
full_sample,2017,彰化縣,和美鎮,19
full_sample,2017,彰化縣,員林鎮,14
full_sample,2017,彰化縣,埔心鄉,17
full_sample,2017,彰化縣,彰化市,18
full_sample,2017,新北市,三峽區,23
full_sample,2017,新北市,三重區,21
full_sample,2017,新北市,中和區,47
full_sample,2017,新北市,五股區,23
full_sample,2017,新北市,八里區,2
full_sample,2017,新北市,土城區,54
full_sample,2017,新北市,新店區,57
full_sample,2017,新北市,新莊區,45
full_sample,2017,新北市,板橋區,54
full_sample,2017,新北市,樹林區,55
full_sample,2017,新北市,永和區,20
full_sample,2017,新北市,汐止區,54
full_sample,2017,新北市,烏來區,20
full_sample,2017,新北市,瑞芳區,23
full_sample,2017,新北市,蘆洲區,34
full_sample,2017,新竹市,北區,25
full_sample,2017,新竹市,東區,27
full_sample,2017,新竹縣,五峰鄉,39
full_sample,2017,新竹縣,尖石鄉,52
full_sample,2017,新竹縣,湖口鄉,27
full_sample,2017,新竹縣,竹北市,6
full_sample,2017,新竹縣,竹東鎮,47
full_sample,2017,新竹縣,關西鎮,5
full_sample,2017,桃園市,中壢區,68
full_sample,2017,桃園市,八德區,49
full_sample,2017,桃園市,大園區,69
full_sample,2017,桃園市,大溪區,12
full_sample,2017,桃園市,平鎮區,52
full_sample,2017,桃園市,復興區,65
full_sample,2017,桃園市,新屋區,41
full_sample,2017,桃園市,桃園區,59
full_sample,2017,桃園市,楊梅區,19
full_sample,2017,桃園市,蘆竹區,42
full_sample,2017,桃園市,觀音區,56
full_sample,2017,桃園市,龍潭區,61
full_sample,2017,桃園市,龜山區,46
full_sample,2017,澎湖縣,馬公市,36
full_sample,2017,臺中市,北屯區,35
full_sample,2017,臺中市,南區,25
full_sample,2017,臺中市,南屯區,8
full_sample,2017,臺中市,和平區,38
full_sample,2017,臺中市,大肚區,37
full_sample,2017,臺中市,大里區,1
full_sample,2017,臺中市,大雅區,5
full_sample,2017,臺中市,太平區,75
full_sample,2017,臺中市,東區,22
full_sample,2017,臺中市,清水區,23
full_sample,2017,臺中市,潭子區,11
full_sample,2017,臺中市,烏日區,14
full_sample,2017,臺中市,西屯區,18
full_sample,2017,臺中市,豐原區,19
full_sample,2017,臺北市,中山區,3
full_sample,2017,臺北市,中正區,5
full_sample,2017,臺北市,內湖區,14
full_sample,2017,臺北市,北投區,43
full_sample,2017,臺北市,南港區,42
full_sample,2017,臺北市,士林區,13
full_sample,2017,臺北市,大同區,14
full_sample,2017,臺北市,大安區,1
full_sample,2017,臺北市,文山區,34
full_sample,2017,臺北市,松山區,25
full_sample,2017,臺北市,萬華區,2
full_sample,2017,臺南市,仁德區,21
full_sample,2017,臺南市,南區,14
full_sample,2017,臺南市,官田區,20
full_sample,2017,臺南市,新化區,14
full_sample,2017,臺南市,東區,46
full_sample,2017,臺南市,永康區,51
full_sample,2017,臺東縣,卑南鄉,71
full_sample,2017,臺東縣,大武鄉,19
full_sample,2017,臺東縣,太麻里鄉,49
full_sample,2017,臺東縣,延平鄉,24
full_sample,2017,臺東縣,成功鎮,87
full_sample,2017,臺東縣,東河鄉,25
full_sample,2017,臺東縣,池上鄉,22
full_sample,2017,臺東縣,海端鄉,22
full_sample,2017,臺東縣,綠島鄉,2
full_sample,2017,臺東縣,臺東市,197
full_sample,2017,臺東縣,蘭嶼鄉,31
full_sample,2017,臺東縣,達仁鄉,40
full_sample,2017,臺東縣,金峰鄉,28
full_sample,2017,臺東縣,長濱鄉,56
full_sample,2017,臺東縣,關山鎮,22
full_sample,2017,臺東縣,鹿野鄉,25
full_sample,2017,花蓮縣,光復鄉,40
full_sample,2017,花蓮縣,卓溪鄉,38
full_sample,2017,花蓮縣,吉安鄉,128
full_sample,2017,花蓮縣,壽豐鄉,60
full_sample,2017,花蓮縣,富里鄉,17
full_sample,2017,花蓮縣,新城鄉,61
full_sample,2017,花蓮縣,玉里鎮,63
full_sample,2017,花蓮縣,瑞穗鄉,73
full_sample,2017,花蓮縣,秀林鄉,100
full_sample,2017,花蓮縣,花蓮市,124
full_sample,2017,花蓮縣,萬榮鄉,50
full_sample,2017,花蓮縣,豐濱鄉,22
full_sample,2017,花蓮縣,鳳林鎮,22
full_sample,2017,苗栗縣,南庄鄉,22
full_sample,2017,苗栗縣,泰安鄉,39
full_sample,2017,苗栗縣,獅潭鄉,2
full_sample,2017,苗栗縣,苗栗市,28
full_sample,2017,苗栗縣,頭份鎮,33
full_sample,2017,雲林縣,北港鎮,1
full_sample,2017,雲林縣,崙背鄉,1
full_sample,2017,雲林縣,斗六市,16
full_sample,2017,雲林縣,斗南鎮,18
full_sample,2017,高雄市,三民區,32
full_sample,2017,高雄市,仁武區,11
full_sample,2017,高雄市,六龜區,2
full_sample,2017,高雄市,前鎮區,5
full_sample,2017,高雄市,大寮區,14
full_sample,2017,高雄市,小港區,54
full_sample,2017,高雄市,左營區,40
full_sample,2017,高雄市,桃源區,28
full_sample,2017,高雄市,梓官區,23
full_sample,2017,高雄市,橋頭區,1
full_sample,2017,高雄市,苓雅區,10
full_sample,2017,高雄市,茂林區,13
full_sample,2017,高雄市,那瑪夏區,17
full_sample,2017,高雄市,鳥松區,8
full_sample,2017,高雄市,鳳山區,65
full_sample,2017,高雄市,鼓山區,17
full_sample,2021,中部地區,未知地區,760
full_sample,2021,北部地區,未知地區,2012
full_sample,2021,南部地區,未知地區,1098
full_sample,2021,東部及離島地區,未知地區,1539
indigenous_analysis_sample,2002,南投縣,仁愛鄉,337
indigenous_analysis_sample,2002,南投縣,信義鄉,231
indigenous_analysis_sample,2002,南投縣,南投市,52
indigenous_analysis_sample,2002,南投縣,埔里鎮,55
indigenous_analysis_sample,2002,南投縣,水里鄉草屯鎮,52
indigenous_analysis_sample,2002,南投縣,魚池鄉,18
indigenous_analysis_sample,2002,嘉義市,未知地區,52
indigenous_analysis_sample,2002,嘉義縣,阿里山,105
indigenous_analysis_sample,2002,基隆市,未知地區,52
indigenous_analysis_sample,2002,宜蘭縣,五結冬山鄉,53
indigenous_analysis_sample,2002,宜蘭縣,南澳鄉,138
indigenous_analysis_sample,2002,宜蘭縣,大同鄉,126
indigenous_analysis_sample,2002,宜蘭縣,宜蘭市,53
indigenous_analysis_sample,2002,宜蘭縣,羅東鎮,51
indigenous_analysis_sample,2002,宜蘭縣,蘇澳鎮,52
indigenous_analysis_sample,2002,宜蘭縣,頭城礁溪員山鄉,44
indigenous_analysis_sample,2002,屏東縣,三地門,181
indigenous_analysis_sample,2002,屏東縣,來義鄉,190
indigenous_analysis_sample,2002,屏東縣,內埔鄉,52
indigenous_analysis_sample,2002,屏東縣,屏東市,65
indigenous_analysis_sample,2002,屏東縣,恆春鎮,59
indigenous_analysis_sample,2002,屏東縣,春日鄉,113
indigenous_analysis_sample,2002,屏東縣,枋寮鄉,54
indigenous_analysis_sample,2002,屏東縣,泰武鄉,91
indigenous_analysis_sample,2002,屏東縣,滿州鄉,70
indigenous_analysis_sample,2002,屏東縣,潮州鎮,52
indigenous_analysis_sample,2002,屏東縣,牡丹鄉,155
indigenous_analysis_sample,2002,屏東縣,獅子鄉,128
indigenous_analysis_sample,2002,屏東縣,瑪家鄉,164
indigenous_analysis_sample,2002,屏東縣,萬巒鄉,60
indigenous_analysis_sample,2002,屏東縣,霧臺鄉,79
indigenous_analysis_sample,2002,彰化縣,彰化市,52
indigenous_analysis_sample,2002,新竹市,未知地區,53
indigenous_analysis_sample,2002,新竹縣,五峰鄉,138
indigenous_analysis_sample,2002,新竹縣,尖石鄉,194
indigenous_analysis_sample,2002,新竹縣,新埔鎮芎林鄉橫山鄉,52
indigenous_analysis_sample,2002,新竹縣,湖口鄉,49
indigenous_analysis_sample,2002,新竹縣,竹北市新豐鄉,57
indigenous_analysis_sample,2002,新竹縣,竹東鎮,52
indigenous_analysis_sample,2002,新竹縣,關西鎮,26
indigenous_analysis_sample,2002,桃園縣,中壢市,55
indigenous_analysis_sample,2002,桃園縣,八德市,52
indigenous_analysis_sample,2002,桃園縣,大園鄉,53
indigenous_analysis_sample,2002,桃園縣,大溪鎮,57
indigenous_analysis_sample,2002,桃園縣,平鎮市,52
indigenous_analysis_sample,2002,桃園縣,復興鄉,265
indigenous_analysis_sample,2002,桃園縣,桃園市,53
indigenous_analysis_sample,2002,桃園縣,楊梅鎮,53
indigenous_analysis_sample,2002,桃園縣,蘆竹鄉,52
indigenous_analysis_sample,2002,桃園縣,觀音鄉,51
indigenous_analysis_sample,2002,桃園縣,龍潭鄉,55
indigenous_analysis_sample,2002,桃園縣,龜山鄉,52
indigenous_analysis_sample,2002,臺中市,北區,46
indigenous_analysis_sample,2002,臺中市,北屯區,46
indigenous_analysis_sample,2002,臺中市,南區東區,53
indigenous_analysis_sample,2002,臺中市,南屯區,55
indigenous_analysis_sample,2002,臺中市,西屯區,52
indigenous_analysis_sample,2002,臺中縣,后里鄉外埔鄉,52
indigenous_analysis_sample,2002,臺中縣,和平鄉,146
indigenous_analysis_sample,2002,臺中縣,大肚鄉,62
indigenous_analysis_sample,2002,臺中縣,大里市,67
indigenous_analysis_sample,2002,臺中縣,大雅鄉,59
indigenous_analysis_sample,2002,臺中縣,太平市,52
indigenous_analysis_sample,2002,臺中縣,東勢鎮,54
indigenous_analysis_sample,2002,臺中縣,梧棲鎮,63
indigenous_analysis_sample,2002,臺中縣,清水鎮沙鹿鎮,53
indigenous_analysis_sample,2002,臺中縣,潭子鄉,51
indigenous_analysis_sample,2002,臺中縣,烏日鄉霧峰鄉,40
indigenous_analysis_sample,2002,臺中縣,神岡鄉,51
indigenous_analysis_sample,2002,臺中縣,豐原市,52
indigenous_analysis_sample,2002,臺中縣,龍井鄉,26
indigenous_analysis_sample,2002,臺北市,未知地區,419
indigenous_analysis_sample,2002,臺北縣,三峽鎮,52
indigenous_analysis_sample,2002,臺北縣,三重市,52
indigenous_analysis_sample,2002,臺北縣,中和市,55
indigenous_analysis_sample,2002,臺北縣,五股鄉,50
indigenous_analysis_sample,2002,臺北縣,八里鄉三芝鄉,52
indigenous_analysis_sample,2002,臺北縣,土城市,53
indigenous_analysis_sample,2002,臺北縣,新店市,52
indigenous_analysis_sample,2002,臺北縣,新莊市,54
indigenous_analysis_sample,2002,臺北縣,板橋市,52
indigenous_analysis_sample,2002,臺北縣,林口鄉,52
indigenous_analysis_sample,2002,臺北縣,樹林市,52
indigenous_analysis_sample,2002,臺北縣,永和市,43
indigenous_analysis_sample,2002,臺北縣,汐止市,52
indigenous_analysis_sample,2002,臺北縣,泰山鄉,52
indigenous_analysis_sample,2002,臺北縣,淡水鎮,52
indigenous_analysis_sample,2002,臺北縣,烏來鄉,60
indigenous_analysis_sample,2002,臺北縣,瑞芳鎮,52
indigenous_analysis_sample,2002,臺北縣,蘆洲市,52
indigenous_analysis_sample,2002,臺北縣,鶯歌鎮,53
indigenous_analysis_sample,2002,臺南市,未知地區,53
indigenous_analysis_sample,2002,臺南縣,永康市,59
indigenous_analysis_sample,2002,臺東縣,卑南鄉,185
indigenous_analysis_sample,2002,臺東縣,大武鄉,115
indigenous_analysis_sample,2002,臺東縣,太麻里,174
indigenous_analysis_sample,2002,臺東縣,延平鄉,84
indigenous_analysis_sample,2002,臺東縣,成功鎮,272
indigenous_analysis_sample,2002,臺東縣,東河鄉,162
indigenous_analysis_sample,2002,臺東縣,池上鄉,67
indigenous_analysis_sample,2002,臺東縣,海端鄉,97
indigenous_analysis_sample,2002,臺東縣,臺東市,542
indigenous_analysis_sample,2002,臺東縣,蘭嶼鄉,83
indigenous_analysis_sample,2002,臺東縣,達仁鄉,124
indigenous_analysis_sample,2002,臺東縣,金峰鄉,82
indigenous_analysis_sample,2002,臺東縣,長濱鄉,153
indigenous_analysis_sample,2002,臺東縣,關山鎮,69
indigenous_analysis_sample,2002,臺東縣,鹿野鄉,78
indigenous_analysis_sample,2002,花蓮縣,光復鄉,213
indigenous_analysis_sample,2002,花蓮縣,卓溪鄉,140
indigenous_analysis_sample,2002,花蓮縣,吉安鄉,380
indigenous_analysis_sample,2002,花蓮縣,壽豐鄉,179
indigenous_analysis_sample,2002,花蓮縣,富里鄉,54
indigenous_analysis_sample,2002,花蓮縣,新城鄉,149
indigenous_analysis_sample,2002,花蓮縣,玉里鎮,237
indigenous_analysis_sample,2002,花蓮縣,瑞穗鄉,145
indigenous_analysis_sample,2002,花蓮縣,秀林鄉,353
indigenous_analysis_sample,2002,花蓮縣,花蓮市,271
indigenous_analysis_sample,2002,花蓮縣,萬榮鄉,190
indigenous_analysis_sample,2002,花蓮縣,豐濱鄉,131
indigenous_analysis_sample,2002,花蓮縣,鳳林鎮,65
indigenous_analysis_sample,2002,苗栗縣,南庄鄉,63
indigenous_analysis_sample,2002,苗栗縣,泰安鄉,112
indigenous_analysis_sample,2002,苗栗縣,獅潭鄉,5
indigenous_analysis_sample,2002,苗栗縣,竹南鎮後龍鎮造橋鄉,52
indigenous_analysis_sample,2002,苗栗縣,苗栗市,53
indigenous_analysis_sample,2002,苗栗縣,頭份鎮,52
indigenous_analysis_sample,2002,連江縣,未知地區,9
indigenous_analysis_sample,2002,金門縣,未知地區,27
indigenous_analysis_sample,2002,高雄市,未知地區,302
indigenous_analysis_sample,2002,高雄縣,三民鄉,67
indigenous_analysis_sample,2002,高雄縣,六龜鄉美濃鎮,57
indigenous_analysis_sample,2002,高雄縣,大寮鄉,56
indigenous_analysis_sample,2002,高雄縣,大樹鄉仁武鄉,53
indigenous_analysis_sample,2002,高雄縣,岡山鎮,54
indigenous_analysis_sample,2002,高雄縣,林園鄉鳥松鄉,47
indigenous_analysis_sample,2002,高雄縣,桃源鄉,101
indigenous_analysis_sample,2002,高雄縣,茂林鄉,46
indigenous_analysis_sample,2002,高雄縣,鳳山市,53
indigenous_analysis_sample,2006,南投縣,中寮鄉,1
indigenous_analysis_sample,2006,南投縣,仁愛鄉,171
indigenous_analysis_sample,2006,南投縣,信義鄉,145
indigenous_analysis_sample,2006,南投縣,南投市,5
indigenous_analysis_sample,2006,南投縣,國姓鄉,2
indigenous_analysis_sample,2006,南投縣,埔里鎮,35
indigenous_analysis_sample,2006,南投縣,水里鄉,4
indigenous_analysis_sample,2006,南投縣,草屯鎮,5
indigenous_analysis_sample,2006,南投縣,集集鎮,1
indigenous_analysis_sample,2006,南投縣,魚池鄉,9
indigenous_analysis_sample,2006,嘉義市,東區,7
indigenous_analysis_sample,2006,嘉義縣,中埔鄉,2
indigenous_analysis_sample,2006,嘉義縣,大埔鄉,1
indigenous_analysis_sample,2006,嘉義縣,布袋鎮,1
indigenous_analysis_sample,2006,嘉義縣,新港鄉,11
indigenous_analysis_sample,2006,嘉義縣,朴子市,1
indigenous_analysis_sample,2006,嘉義縣,東石鄉,1
indigenous_analysis_sample,2006,嘉義縣,民雄鄉,2
indigenous_analysis_sample,2006,嘉義縣,阿里山,30
indigenous_analysis_sample,2006,基隆市,七堵區,4
indigenous_analysis_sample,2006,基隆市,中山區,1
indigenous_analysis_sample,2006,基隆市,中正區,4
indigenous_analysis_sample,2006,基隆市,信義區,3
indigenous_analysis_sample,2006,基隆市,安樂區,1
indigenous_analysis_sample,2006,基隆市,暖暖區,1
indigenous_analysis_sample,2006,宜蘭縣,三星鄉,5
indigenous_analysis_sample,2006,宜蘭縣,五結鄉,3
indigenous_analysis_sample,2006,宜蘭縣,冬山鄉,2
indigenous_analysis_sample,2006,宜蘭縣,南澳鄉,92
indigenous_analysis_sample,2006,宜蘭縣,員山鄉,4
indigenous_analysis_sample,2006,宜蘭縣,壯圍鄉,3
indigenous_analysis_sample,2006,宜蘭縣,大同鄉,128
indigenous_analysis_sample,2006,宜蘭縣,宜蘭市,16
indigenous_analysis_sample,2006,宜蘭縣,礁溪鄉,2
indigenous_analysis_sample,2006,宜蘭縣,羅東鎮,8
indigenous_analysis_sample,2006,宜蘭縣,蘇澳鎮,8
indigenous_analysis_sample,2006,屏東縣,三地門鄉,83
indigenous_analysis_sample,2006,屏東縣,九如鄉,1
indigenous_analysis_sample,2006,屏東縣,來義鄉,57
indigenous_analysis_sample,2006,屏東縣,內埔鄉,8
indigenous_analysis_sample,2006,屏東縣,屏東市,12
indigenous_analysis_sample,2006,屏東縣,恆春鎮,2
indigenous_analysis_sample,2006,屏東縣,新園鄉,2
indigenous_analysis_sample,2006,屏東縣,春日鄉,113
indigenous_analysis_sample,2006,屏東縣,未知地區,1
indigenous_analysis_sample,2006,屏東縣,枋寮鄉,3
indigenous_analysis_sample,2006,屏東縣,枋山鄉,2
indigenous_analysis_sample,2006,屏東縣,泰武鄉,74
indigenous_analysis_sample,2006,屏東縣,滿州鄉,44
indigenous_analysis_sample,2006,屏東縣,潮州鎮,3
indigenous_analysis_sample,2006,屏東縣,牡丹鄉,138
indigenous_analysis_sample,2006,屏東縣,獅子鄉,55
indigenous_analysis_sample,2006,屏東縣,瑪家鄉,112
indigenous_analysis_sample,2006,屏東縣,萬丹鄉,3
indigenous_analysis_sample,2006,屏東縣,萬巒鄉,5
indigenous_analysis_sample,2006,屏東縣,車城鄉,4
indigenous_analysis_sample,2006,屏東縣,長治鄉,4
indigenous_analysis_sample,2006,屏東縣,霧臺鄉,29
indigenous_analysis_sample,2006,屏東縣,鹽埔鄉,1
indigenous_analysis_sample,2006,彰化縣,二水鄉,1
indigenous_analysis_sample,2006,彰化縣,北斗鎮,1
indigenous_analysis_sample,2006,彰化縣,和美鎮,3
indigenous_analysis_sample,2006,彰化縣,員林鎮,6
indigenous_analysis_sample,2006,彰化縣,埔鹽鄉,1
indigenous_analysis_sample,2006,彰化縣,彰化市,2
indigenous_analysis_sample,2006,彰化縣,福興鄉,1
indigenous_analysis_sample,2006,彰化縣,花壇鄉,30
indigenous_analysis_sample,2006,彰化縣,鹿港鎮,1
indigenous_analysis_sample,2006,新竹市,北區,7
indigenous_analysis_sample,2006,新竹市,未知地區,1
indigenous_analysis_sample,2006,新竹市,東區,5
indigenous_analysis_sample,2006,新竹市,香山區,1
indigenous_analysis_sample,2006,新竹縣,五峰鄉,34
indigenous_analysis_sample,2006,新竹縣,尖石鄉,54
indigenous_analysis_sample,2006,新竹縣,新埔鎮,1
indigenous_analysis_sample,2006,新竹縣,新豐鄉,3
indigenous_analysis_sample,2006,新竹縣,橫山鄉,1
indigenous_analysis_sample,2006,新竹縣,湖口鄉,31
indigenous_analysis_sample,2006,新竹縣,竹北市,1
indigenous_analysis_sample,2006,新竹縣,竹東鎮,31
indigenous_analysis_sample,2006,新竹縣,芎林鄉,2
indigenous_analysis_sample,2006,新竹縣,關西鎮,2
indigenous_analysis_sample,2006,桃園縣,中壢市,16
indigenous_analysis_sample,2006,桃園縣,八德市,14
indigenous_analysis_sample,2006,桃園縣,大園鄉,12
indigenous_analysis_sample,2006,桃園縣,大溪鎮,31
indigenous_analysis_sample,2006,桃園縣,平鎮市,7
indigenous_analysis_sample,2006,桃園縣,復興鄉,157
indigenous_analysis_sample,2006,桃園縣,新屋鄉,5
indigenous_analysis_sample,2006,桃園縣,未知地區,1
indigenous_analysis_sample,2006,桃園縣,桃園市,16
indigenous_analysis_sample,2006,桃園縣,楊梅鎮,13
indigenous_analysis_sample,2006,桃園縣,蘆竹鄉,11
indigenous_analysis_sample,2006,桃園縣,觀音鄉,6
indigenous_analysis_sample,2006,桃園縣,龍潭鄉,9
indigenous_analysis_sample,2006,桃園縣,龜山鄉,14
indigenous_analysis_sample,2006,澎湖縣,望安鄉,1
indigenous_analysis_sample,2006,澎湖縣,白沙鄉,1
indigenous_analysis_sample,2006,澎湖縣,馬公市,1
indigenous_analysis_sample,2006,臺中市,中區,1
indigenous_analysis_sample,2006,臺中市,北區,14
indigenous_analysis_sample,2006,臺中市,北屯區,23
indigenous_analysis_sample,2006,臺中市,南區,8
indigenous_analysis_sample,2006,臺中市,南屯區,2
indigenous_analysis_sample,2006,臺中市,東區,5
indigenous_analysis_sample,2006,臺中市,西區,2
indigenous_analysis_sample,2006,臺中市,西屯區,3
indigenous_analysis_sample,2006,臺中縣,和平鄉,41
indigenous_analysis_sample,2006,臺中縣,外埔鄉,1
indigenous_analysis_sample,2006,臺中縣,大肚鄉,4
indigenous_analysis_sample,2006,臺中縣,大里市,18
indigenous_analysis_sample,2006,臺中縣,大雅鄉,106
indigenous_analysis_sample,2006,臺中縣,太平鄉,6
indigenous_analysis_sample,2006,臺中縣,東勢鎮,2
indigenous_analysis_sample,2006,臺中縣,梧棲鎮,5
indigenous_analysis_sample,2006,臺中縣,沙鹿鎮,7
indigenous_analysis_sample,2006,臺中縣,清水鎮,7
indigenous_analysis_sample,2006,臺中縣,烏日鄉,8
indigenous_analysis_sample,2006,臺中縣,石岡鄉,1
indigenous_analysis_sample,2006,臺中縣,神岡鄉,3
indigenous_analysis_sample,2006,臺中縣,豐原市,3
indigenous_analysis_sample,2006,臺中縣,霧峰鄉,1
indigenous_analysis_sample,2006,臺中縣,龍井鄉,6
indigenous_analysis_sample,2006,臺北市,中山區,24
indigenous_analysis_sample,2006,臺北市,中正區,9
indigenous_analysis_sample,2006,臺北市,信義區,8
indigenous_analysis_sample,2006,臺北市,內湖區,15
indigenous_analysis_sample,2006,臺北市,北投區,10
indigenous_analysis_sample,2006,臺北市,南港區,8
indigenous_analysis_sample,2006,臺北市,士林區,23
indigenous_analysis_sample,2006,臺北市,大同區,21
indigenous_analysis_sample,2006,臺北市,大安區,8
indigenous_analysis_sample,2006,臺北市,文山區,14
indigenous_analysis_sample,2006,臺北市,松山區,18
indigenous_analysis_sample,2006,臺北市,萬華區,24
indigenous_analysis_sample,2006,臺北縣,三峽鎮,8
indigenous_analysis_sample,2006,臺北縣,三芝鄉,2
indigenous_analysis_sample,2006,臺北縣,三重市,34
