ID,DATA_Y
4423913,2021
4425575,2021
4426003,2021
4426991,2021
4427188,2021
4431331,2021
4432001,2021
4445866,2021
4448037,2021
4448368,2021
4449306,2021
4450160,2021
4450169,2021
4450655,2021
4450700,2021
4455688,2021
4456070,2021
4456988,2021
4457113,2021
4457261,2021
4457278,2021
4457933,2021
4458250,2021
4458328,2021
4458642,2021
4459062,2021
4459508,2021
4460357,2021
4460405,2021
4461170,2021
4461496,2021
4461554,2021
4461570,2021
4461619,2021
4461710,2021
4461902,2021
4462052,2021
4462241,2021
4462299,2021
4462417,2021
4462584,2021
4462665,2021
4462723,2021
4462736,2021
4463135,2021
4463144,2021
4463308,2021
4463364,2021
4463775,2021
4464002,2021
4464156,2021
4464853,2021
4465400,2021
4465458,2021
4465715,2021
4465941,2021
4466388,2021
4467625,2021
4467652,2021
4468348,2021
4468659,2021
4469666,2021
5418611,2021
5418808,2021
5422347,2021
5423915,2021
5427114,2021
5427269,2021
5427585,2021
5428750,2021
5430106,2021
5430953,2021
5432746,2021
5432932,2021
5433061,2021
5440158,2021
5442662,2021
5443357,2021
5443633,2021
5444422,2021
5444702,2021
5445777,2021
5445880,2021
5446017,2021
5446285,2021
5446305,2021
5446373,2021
5446400,2021
5447021,2021
5447207,2021
5447231,2021
5447313,2021
5448033,2021
5448161,2021
5448264,2021
5448668,2021
5448681,2021
5448731,2021
5449061,2021
5449332,2021
5449478,2021
5449592,2021
5449848,2021
5450456,2021
5450659,2021
5450831,2021
5451004,2021
5451013,2021
5451027,2021
5451452,2021
5451505,2021
5451854,2021
5451938,2021
5451956,2021
5452119,2021
5452144,2021
5453803,2021
5453955,2021
5453983,2021
5454090,2021
5454453,2021
5456787,2021
5456796,2021
5457586,2021
5458899,2021
5459302,2021
5459315,2021
5459563,2021
5460005,2021
5464309,2021
5465909,2021
5466625,2021
5467587,2021
5467624,2021
5467634,2021
5471118,2021
6416908,2021
6417920,2021
6418699,2021
6423255,2021
6423707,2021
6424250,2021
6425472,2021
6427604,2021
6428506,2021
6429514,2021
6431750,2021
6439885,2021
6441821,2021
6443351,2021
6443704,2021
6443880,2021
6444335,2021
6445768,2021
6445781,2021
6445793,2021
6445940,2021
6446016,2021
6446237,2021
6446309,2021
6446610,2021
6446813,2021
6447076,2021
6447273,2021
6447358,2021
6447780,2021
6448237,2021
6448265,2021
6448533,2021
6448565,2021
6448689,2021
6449436,2021
6449643,2021
6449738,2021
6449858,2021
6449995,2021
6450180,2021
6450263,2021
6450293,2021
6450741,2021
6450763,2021
6450811,2021
6451105,2021
6451153,2021
6451768,2021
6451831,2021
6451976,2021
6452326,2021
6452407,2021
6452414,2021
6453384,2021
6453562,2021
6454785,2021
6454837,2021
6455058,2021
6456673,2021
6457430,2021
6458512,2021
6458517,2021
6458977,2021
6459023,2021
6459030,2021
6459491,2021
6460240,2021
6460459,2021
6464463,2021
6465502,2021
6466285,2021
6468689,2021
6470982,2021
7409813,2021
7411007,2021
7411171,2021
7411174,2021
7413461,2021
7414731,2021
7415105,2021
7417222,2021
7417792,2021
7419835,2021
7419952,2021
7420375,2021
7421390,2021
7421891,2021
7422518,2021
7423528,2021
7430635,2021
7440140,2021
7441528,2021
7442619,2021
7444779,2021
7444926,2021
7445513,2021
7445778,2021
7446141,2021
7446282,2021
7446435,2021
7446497,2021
7447418,2021
7447851,2021
7448020,2021
7448038,2021
7448333,2021
7448413,2021
7448554,2021
7449272,2021
7449301,2021
7449326,2021
7449331,2021
7449545,2021
7449582,2021
7449610,2021
7449818,2021
7450289,2021
7450339,2021
7450388,2021
7450473,2021
7450488,2021
7451030,2021
7451151,2021
7451552,2021
7451577,2021
7451662,2021
7451737,2021
7452259,2021
7452910,2021
7453393,2021
7453472,2021
7453759,2021
7453873,2021
7453913,2021
7453964,2021
7454422,2021
7454803,2021
7455032,2021
7455114,2021
7455629,2021
7455748,2021
7457587,2021
7457643,2021
7458180,2021
7459099,2021
7461149,2021
7463942,2021
7464324,2021
7464343,2021
7465366,2021
7466620,2021
7467856,2021
7471250,2021
8411672,2021
8412578,2021
8414052,2021
8415333,2021
8416103,2021
8416207,2021
8417753,2021
8420026,2021
8421292,2021
8422247,2021
8424069,2021
8424085,2021
8426848,2021
8427817,2021
8428106,2021
8430934,2021
8430969,2021
8432210,2021
8434482,2021
8434507,2021
8435179,2021
8435482,2021
8435607,2021
8435761,2021
8435928,2021
8436524,2021
8436630,2021
8443347,2021
8443447,2021
8443548,2021
8443805,2021
8444511,2021
8444709,2021
8445643,2021
8446180,2021
8446225,2021
8446281,2021
8446291,2021
8446341,2021
