variable,label,type,source
h7_5_1,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_5_2,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_5_2o,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,110
h7_6_1,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_6_2,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_6_2o,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,110
h7_7_1,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_7_2,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_7_2o,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,110
h7_8_1,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_8_2,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_8_2o,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,110
h7_9_1,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_9_2,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_9_2o,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,110
h7_10_1,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_10_2,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
h7_10_2o,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),numeric,110
h7_11,除了以上的支出，請問您家庭110年有沒有以下的支出？【逐一提示選項，可複選】 全家每個月支付項目 有沒有支出 平均每個月支出金額(參考下表),character,110
i1,請問您或您的家人最需要政府提供什麼幫忙？(單選) □(1)提供職業訓練、輔導就業或轉業 □(2)提供短期低利貸款來協助自行創業 □(3)提供長期低利貸款來協助購屋或換屋 □(4)提供補助金 □(5)提供短期工作機會 □(6)其他，請說明____________________ □(7)都不需要,character,110
i1o,i1o,character,110
i2,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_1,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_2,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,numeric,110
i2_3,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_4_1,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_4_2,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_4_3,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_4_4,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_4o,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_1,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_2,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_3,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_4,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_5,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_6,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_7,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_8,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_9,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_10,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_11,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_12,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5_13,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_5o,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_1,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_2,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_3,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_4,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_5,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_6,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_7,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_8,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_9,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_10,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6_11,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i2_6o,請問您知不知道原住民族委員會有「原住民族綜合發展基金貸款」的業務（包含微笑貸、青年創 業貸款、經濟產業貸款）？ □(1)知道 □(2)不知道請簡要說明後，跳答I2-3,character,110
i3,請問您有沒有參加「儲蓄互助社 (儲互社)」？ □(1)有 □(2)沒有,character,110
i4,請問您們家是不是符合地方政府列冊登記有案的中低收入戶？ □(1)是低收入戶 □(2)是中低收入戶 □(3)不是中低收入戶 J 部分：網路設備使用狀況,character,110
j1_1,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,110
j1_2,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,110
j1_3,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,110
j1_4,請問您家中現在有哪些可上網設備？(可複選) □(1)桌上型電腦 □(2)筆記型電腦 □(3)平板電腦 □(4)智慧型手機 □(5)其他（請說明）__________________ □(6)都沒有,character,110
j1o,j1o,numeric,110
j2,請問您家裡有沒有連上網際網路？ □(1)有 □(2)沒有 □(98)不知道 K 部分：多元性別議題,character,110
k1_1,請問您或您的家人是跨性別者或同性婚姻家庭？(可複選) □(1)是，跨性別者跳答L1 □(2)是，同性婚姻家庭跳答L1 □(3)不是 □(4)不知道,character,110
k1_2,請問您或您的家人是跨性別者或同性婚姻家庭？(可複選) □(1)是，跨性別者跳答L1 □(2)是，同性婚姻家庭跳答L1 □(3)不是 □(4)不知道,character,110
k2,請問您是否能包容跨性別者或同性婚姻家庭？ □(1)能跳答L1 □(2)不能 □(3)不知道,character,110
k3_1,請問您不能包容跨性別者或同性婚姻家庭的原因為何？(可複選) □(1)社會觀感 □(2)宗教 □(3) 其他（請說明）__________________ 附 1-13 L 部分：疫情所致經濟衝擊與需求,character,110
k3_2,請問您不能包容跨性別者或同性婚姻家庭的原因為何？(可複選) □(1)社會觀感 □(2)宗教 □(3) 其他（請說明）__________________ 附 1-13 L 部分：疫情所致經濟衝擊與需求,character,110
k3o,k3o,character,110
l1_1,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,110
l1_2,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,110
l1_3,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,110
l1_4,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,110
l1_1m,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,character,110
l1_2m,請問您或您的家人有因嚴重特殊傳染性肺炎(Covid-19)導致收入減少甚至失業嗎？ □(1) 有，收入減少。請記錄________元 □(2) 有，失業。請記錄家中___人 □(3) 無停問 □(4) 不知道停問,numeric,110
l2,請問您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施？ □(1) 是。請紀錄________(機關)提供之________措施(貸款)停問 □(2) 否。 □(3) 不知道停問,character,110
l2_1,請問您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施？ □(1) 是。請紀錄________(機關)提供之________措施(貸款)停問 □(2) 否。 □(3) 不知道停問,character,110
l2_2,請問您或您的家人是否使用過政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施？ □(1) 是。請紀錄________(機關)提供之________措施(貸款)停問 □(2) 否。 □(3) 不知道停問,character,110
l3_1,請問您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪 些？(可複選) □(1)申請資格不符而未申請 □(2)不清楚有什麼措施可以申請 □(3)被拒絕受理。請紀錄原因_____________ □(4)沒有需求 □(5)其他（請說明）__________ ※您的資料僅供原住民族委員會探討經濟狀況使用不做他途※ 【特殊狀況註記】 附 1-14,character,110
l3_2,請問您或您的家人沒有申請政府因應嚴重特殊傳染性肺炎(Covid-19)相關紓困措施的原因有哪 些？(可複選) □(1)申請資格不符而未申請 □(2)不清楚有什麼措施可以申請 □(3)被拒絕受理。請紀錄原因_____________ □(4)沒有需求 □(5)其他（請說明）__________ ※您的資料僅供原住民族委員會探討經濟狀況使用不做他途※ 【特殊狀況註記】 附 1-14,character,110
l33,l33,character,110
l35,l35,character,110
weight,weight,numeric,110
